"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DYNC1LI2",9.01462467967362e-290,0.267720207367385,0.509,0.329,3.47721117769051e-285
"NANS",1.16447014460792e-289,0.259439873879603,0.443,0.268,4.49171068879613e-285
"RPN2",1.96691034462802e-289,0.323819896161047,0.602,0.449,7.58696327233366e-285
"JUND",8.09393820460382e-289,-0.470816456805742,0.891,0.89,3.12207478366183e-284
"LAGE3",4.1962961507769e-288,0.264253283457757,0.339,0.183,1.61863731423918e-283
"LITAF",3.04910115448832e-287,-0.42249139796143,0.271,0.37,1.17612978832078e-282
"HERPUD1",5.11682268904643e-287,-0.41129109924927,0.55,0.601,1.97371201584588e-282
"JOSD2",7.55484480856356e-287,0.251989875871936,0.472,0.292,2.91413028800722e-282
"EPB41L2",3.53284217470764e-286,-0.481982131192419,0.445,0.514,1.36272321204998e-281
"LDB2",7.55004360503728e-285,-0.385849652028287,0.148,0.254,2.91227831977103e-280
"HSPH1",1.94826732155739e-284,-0.935949223275509,0.451,0.518,7.51505153944333e-280
"PALM",2.09559812550876e-284,-0.357804419511625,0.151,0.257,8.08335064952492e-280
"HSPA8",2.7955747725376e-284,-0.430923883648523,0.768,0.81,1.07833705701093e-279
"TGIF1",9.89047559443597e-283,-0.442365116632189,0.226,0.328,3.81505315104179e-278
"EPRS",2.29853627556366e-282,0.296457742413075,0.381,0.225,8.86614397573171e-278
"UGCG",1.11893203043694e-280,-0.511569926264804,0.251,0.35,4.31605652100442e-276
"RBMS3",2.93528074551755e-280,-0.433391897020218,0.291,0.386,1.13222584196849e-275
"PAM",2.15328543378901e-279,-0.555589121694807,0.52,0.57,8.30586790375435e-275
"CHCHD10",6.03344669625459e-279,-0.351491687542216,0.256,0.371,2.32728139414628e-274
"TMED2",2.05366846491135e-278,0.334223001371107,0.648,0.521,7.92161536970254e-274
"CAP1",4.0274887581727e-276,0.300807666786383,0.541,0.388,1.55352323868995e-271
"EIF3L",2.40208603682497e-275,-0.438987976399267,0.47,0.526,9.26556646984495e-271
"HNRNPH1",4.28563790177979e-275,-0.357784929920156,0.556,0.618,1.65309910785352e-270
"SRSF7",6.7910646085561e-275,-0.550365516630338,0.518,0.575,2.61951735145835e-270
"MAP4",1.20871015831171e-272,0.310711184411866,0.621,0.457,4.66235769365574e-268
"CREG1",4.04196078604357e-271,-0.353069142817657,0.275,0.374,1.55910553400059e-266
"FUS",4.07232326664125e-271,-0.396007395048192,0.643,0.691,1.57081725364153e-266
"PSMB5",5.92850027306043e-271,0.3536388828439,0.607,0.458,2.2868004103276e-266
"ECM1",4.10955855427218e-270,0.332469355064642,0.683,0.558,1.58518002113941e-265
"IFI16",6.58146639634241e-270,-0.451225406867392,0.614,0.669,2.53866903306116e-265
"MANF",1.67524191800115e-269,0.291987150832323,0.523,0.353,6.46191065030583e-265
"DESI2",3.37416955016534e-269,0.259144287969577,0.43,0.263,1.30151842058528e-264
"ABHD5",5.00695095339014e-269,-0.396587257993085,0.183,0.283,1.93133119125118e-264
"VGLL4",1.42279084540747e-266,0.262503897633096,0.501,0.332,5.48813112799022e-262
"CNPY2",5.03928850454045e-266,0.279074970574034,0.525,0.366,1.94380475485639e-261
"TMBIM6",5.38160445549391e-266,-0.302232253836124,0.693,0.746,2.07584628661767e-261
"OGFRL1",1.02746159424197e-265,-0.349481557796762,0.161,0.261,3.96322760746957e-261
"NORAD",3.33491810060311e-265,0.338371100608236,0.709,0.582,1.28637795894564e-260
"HNRNPDL",1.34230020702375e-264,-0.333333400038213,0.626,0.675,5.1776545885527e-260
"NDUFAB1",1.63713427576744e-264,0.376161799306123,0.601,0.443,6.31491804191775e-260
"GNAI1",2.35364264688595e-263,-0.347873528358533,0.182,0.28,9.07870578183319e-259
"HNRNPA0",4.83365443541087e-263,-0.416418809175129,0.547,0.592,1.86448552537104e-258
"TUBB6",5.25302887952572e-263,0.276535967241961,0.512,0.351,2.02625082969946e-258
"UBB",7.65412171466585e-262,-0.29463340965026,0.875,0.908,2.95242436899806e-257
"ISG15",2.58257926218643e-260,0.301788151950263,0.456,0.292,9.9617829880317e-256
"IER5L",6.44308968678566e-259,-0.751463657687924,0.303,0.393,2.48529298488383e-254
"COX7A2L",9.43548292104012e-259,0.351292620880971,0.602,0.459,3.6395488271328e-254
"COPE",1.43812193479909e-258,0.32692611275465,0.626,0.512,5.54726773910052e-254
"ZEB1",8.29846003118959e-258,0.295582737927284,0.478,0.313,3.20096498783076e-253
"HSPE1",1.45130794976002e-257,-0.633804207455966,0.643,0.673,5.59813015460931e-253
"SELENOM",1.59577779902156e-256,0.28872334925093,0.896,0.88,6.15539370416588e-252
"SLC39A7",1.53971417703592e-255,0.253825404616724,0.546,0.372,5.93913949508065e-251
"ARL1",1.09646279692046e-253,0.344990850406991,0.622,0.465,4.22938594656129e-249
"PRCP",1.10745560642213e-253,-0.427611523086219,0.29,0.371,4.27178851065208e-249
"PDLIM4",1.8694358779901e-253,0.266483816319053,0.466,0.3,7.2109750121712e-249
"ARRDC3",2.03025099559394e-253,-0.497878565930621,0.308,0.395,7.8312871653045e-249
"SRSF5",4.19555556610228e-253,-0.410987383924567,0.572,0.626,1.61835164851263e-248
"SERINC1",7.75033606249416e-253,-0.423960091856368,0.505,0.554,2.98953712938587e-248
"ARHGAP29",7.69121344210869e-252,-0.333898346752527,0.149,0.251,2.96673176102459e-247
"MAP2K3",8.72970347193065e-251,-0.378198757620677,0.205,0.3,3.36730852022781e-246
"ARHGDIA",2.47834040906921e-250,0.255689508753142,0.569,0.412,9.55970245990268e-246
"COX8A",2.46300869247116e-249,0.37467228874532,0.668,0.575,9.50056342946899e-245
"STK24",2.53872598425590e-248,-0.344955556532048,0.208,0.303,9.79262773907026e-244
"CCDC71L",6.85675112994924e-248,-0.561503654215997,0.245,0.335,2.64485461335532e-243
"CIB1",1.42443882562118e-245,0.339936041910068,0.578,0.428,5.49448788206859e-241
"PSMD7",1.66710746181986e-243,0.268191034321157,0.517,0.353,6.43053361247773e-239
"ZNHIT1",2.22035641995979e-243,0.322765920107146,0.646,0.541,8.56458081871091e-239
"COX6C",2.58412876200181e-243,-0.316472461556976,0.821,0.871,9.96775987366958e-239
"SELENOS",6.6905226727651e-243,0.324024721065299,0.654,0.517,2.58073531056568e-238
"ATP5MC3",7.66916727322613e-243,0.380565372591577,0.732,0.653,2.95822789230152e-238
"IER5",1.26105173745706e-242,-0.375336047498773,0.329,0.433,4.86425486689311e-238
"PLAUR",2.76627628954e-242,0.296330188963606,0.585,0.434,1.06703575316427e-237
"ARID4B",1.32042236732314e-241,-0.423250800289762,0.432,0.489,5.09326519747555e-237
"ACTG1",3.28102406857228e-241,0.265700128261821,0.908,0.917,1.26558941397039e-236
"PTGER3",6.79282160161248e-239,0.251476537981787,0.407,0.253,2.62019507638998e-234
"FIS1",4.97143060951067e-236,0.34150886135667,0.694,0.594,1.91762992900655e-231
"UBE2D3",5.39525850172543e-236,-0.328479163455372,0.57,0.612,2.08111306187055e-231
"RRAS",1.05478345881597e-234,-0.431521803161206,0.342,0.414,4.06861623569086e-230
"LINC02381",1.42613738743425e-234,-0.367656889446957,0.201,0.29,5.50103974455013e-230
"ARPC5",1.49838280492754e-234,0.335346820719015,0.635,0.511,5.779711993447e-230
"NNMT",1.90407950029253e-233,-0.416785485638448,0.8,0.843,7.34460585647838e-229
"LACTB",7.27831152537644e-232,-0.331706800032081,0.198,0.291,2.80746310468345e-227
"RPS2",1.77373644449037e-231,-0.334325109928344,0.917,0.952,6.84183358733269e-227
"TMEM59",1.33585397467246e-230,-0.258971164406334,0.734,0.782,5.15278953650409e-226
"RPL22L1",3.34907291188071e-229,0.458585998018243,0.649,0.52,1.29183789429975e-224
"ZBTB7A",5.24751137214828e-229,-0.411665941757538,0.337,0.407,2.02412256157876e-224
"ADAM33",9.98246685204611e-229,-0.358511848743994,0.187,0.282,3.85053693883975e-224
"DNAJC1",7.11555095792667e-228,0.272840388089194,0.461,0.305,2.74468147100106e-223
"RSRC2",7.55386201598363e-228,-0.375682515918418,0.504,0.553,2.91375119542537e-223
"UFM1",4.92887379442853e-226,0.29844141428661,0.553,0.389,1.90121448872492e-221
"MT1X",1.61694276467814e-225,-0.748345680638175,0.495,0.566,6.23703332619299e-221
"KRTCAP2",1.48491738429973e-224,0.313120297421175,0.647,0.575,5.72777182645936e-220
"PRELID1",4.66984874971252e-224,0.362034971076748,0.6,0.469,1.80130075822661e-219
"EMX2",3.47011767084985e-223,-0.455263461903968,0.217,0.302,1.33852848917691e-218
"GNAI2",5.9346398033262e-223,0.334617672147351,0.66,0.561,2.28916861133702e-218
"IFITM1",8.13200578703855e-223,-0.564861303209843,0.296,0.388,3.13675859223438e-218
"OSBPL1A",1.41803876767599e-222,-0.360116387981747,0.221,0.308,5.46980093855661e-218
"CLIC4",1.93459061528852e-221,0.25380578724569,0.545,0.386,7.46229638035239e-217
"TFDP2",3.97762300612842e-221,-0.393679143693585,0.24,0.324,1.53428852215392e-216
"TOMM7",7.38915880203798e-221,-0.251318843585523,0.8,0.864,2.85022022471011e-216
"EIF3F",9.89753557656812e-221,-0.347860662669771,0.557,0.608,3.81777639794962e-216
"RAB13",1.26343331412392e-220,0.258070608462455,0.612,0.475,4.8734413225702e-216
"KMT2E",2.86704445336401e-220,-0.431778025540281,0.431,0.481,1.1059050569961e-215
"PKM",4.94982542093077e-220,0.322114750274527,0.665,0.574,1.90929615961563e-215
"TGFBR2",1.01235129124917e-219,-0.459605170375204,0.364,0.422,3.90494263573542e-215
"RNH1",9.1335586120327e-219,-0.339078255810484,0.625,0.661,3.52308756341937e-214
"NCL",1.14667477032795e-218,-0.399944895975924,0.659,0.694,4.42306859158601e-214
"TPI1",1.21032973260999e-218,0.353909690417966,0.73,0.676,4.6686048775965e-214
"RTN3",1.34015121695599e-218,-0.362291437716233,0.344,0.409,5.16936528916433e-214
"HNMT",4.78644622478819e-217,-0.346101816673248,0.266,0.351,1.84627590228755e-212
"CITED2",5.05501528070433e-217,-0.563973579921597,0.225,0.315,1.94987104422608e-212
"SERTAD3",8.60258374562844e-217,-0.318524455063744,0.174,0.262,3.31827462820126e-212
"TCF7L2",8.95161966966425e-217,-0.40089595220997,0.411,0.472,3.45290825517959e-212
"ITGBL1",1.04861542840361e-216,0.390862019662034,0.576,0.436,4.04482429198123e-212
"SAT1",1.31334064641671e-216,-0.339371951165655,0.646,0.699,5.06594887542318e-212
"CBX3",3.94284104002205e-215,0.270533827074603,0.608,0.455,1.5208720743677e-210
"RBMX",4.1710691179963e-215,-0.382871700527483,0.42,0.469,1.60890649088471e-210
"CYP7B1",4.55437164009474e-214,-0.453342840802111,0.197,0.283,1.75675777273374e-209
"DRAP1",9.53075179958986e-214,0.337857362937657,0.653,0.532,3.67629689165579e-209
"TMEM176B",2.52519737909786e-213,-0.362351852286784,0.534,0.626,9.74044385039419e-209
"MBNL1",7.97386679174687e-213,-0.427607358545481,0.542,0.58,3.07575963758052e-208
"GNG5",1.64349307944505e-212,0.341473670829273,0.675,0.577,6.33944585534339e-208
"RBX1",7.66982654878339e-211,0.311720066893259,0.686,0.573,2.95848219466222e-206
"CTSC",5.48709917225208e-210,-0.624719712962402,0.282,0.37,2.1165387637128e-205
"FYN",3.68570112628989e-209,-0.364900993798403,0.333,0.401,1.4216854954438e-204
"EIF3H",1.2381967786877e-208,-0.342500169595344,0.516,0.555,4.77609643443208e-204
"SON",8.44902752514039e-208,-0.307029114109071,0.68,0.729,3.2590433872724e-203
"FKBP1A",2.19247855035452e-207,-0.380566044558612,0.553,0.588,8.45704751228248e-203
"RUNX1",2.93627184060956e-207,0.263486225431791,0.59,0.433,1.13260813707832e-202
"PDCD4",4.14579256537062e-207,-0.333344387497084,0.244,0.329,1.59915656624041e-202
"PCDH18",6.11796446365618e-207,-0.374632445340595,0.234,0.318,2.3598824325661e-202
"TRIM8",1.84238368491239e-206,-0.369004317539473,0.258,0.338,7.10662658781256e-202
"GOLIM4",7.18372144666582e-206,0.265609068101095,0.613,0.458,2.77097687362241e-201
"SUB1",2.94672690872072e-205,0.328995845041864,0.735,0.658,1.13664097050084e-200
"ARL13B",3.68917192339043e-205,-0.29522009862099,0.165,0.25,1.42302428600939e-200
"ARL5B",4.88516813488407e-205,-0.397311703350139,0.217,0.3,1.88435590466883e-200
"UQCRH",1.73449110007943e-204,0.30163663570334,0.736,0.678,6.69045252033639e-200
"JMJD6",8.42766670914275e-204,-0.28117144001339,0.193,0.279,3.25080387971763e-199
"NUFIP2",8.43092290176403e-204,-0.423164862567954,0.439,0.485,3.25205989089744e-199
"PNISR",5.64414924590615e-203,-0.383765536243326,0.544,0.587,2.17711768862338e-198
"NOTCH2",2.51983530335833e-202,-0.38942059512431,0.271,0.344,9.71976071564411e-198
"YME1L1",8.94687662928865e-201,-0.452380224086715,0.453,0.489,3.45107872221551e-196
"ATP5MF",1.27432998051876e-200,0.280835043090521,0.683,0.581,4.91547303385501e-196
"ABCA1",8.00808206952003e-200,-0.392687100685328,0.221,0.304,3.08895749667596e-195
"PCYOX1",9.14544587462891e-200,-0.356510249111724,0.232,0.309,3.52767283722061e-195
"PPP1CB",9.83321807023942e-199,0.351655659329961,0.607,0.459,3.79296720623345e-194
"UBL5",7.64955333955047e-198,0.288639919950657,0.773,0.738,2.9506622096648e-193
"NT5E",8.24848516428877e-198,-0.345059653292477,0.239,0.319,3.18168818242111e-193
"SERP1",1.26289701047815e-197,0.35493156066413,0.686,0.568,4.87137263851737e-193
"ZC3HAV1",1.73286288840842e-197,-0.479852814730907,0.255,0.327,6.68417201945781e-193
"NDUFB11",2.3014809375918e-196,0.324107185555698,0.69,0.597,8.87750242057286e-192
"CELF2",3.18650720530324e-196,-0.399441633618783,0.396,0.459,1.22913142430162e-191
"ING1",3.321212545813e-196,-0.282456521255937,0.181,0.267,1.28109131529645e-191
"EEF2",4.55495885531741e-196,-0.31482863015774,0.782,0.849,1.75698427926158e-191
"SH3KBP1",7.38321798916889e-195,-0.395041985470944,0.344,0.402,2.84792867496212e-190
"NASP",2.0680865811225e-194,-0.383907323834227,0.365,0.423,7.97723036936381e-190
"CCNI",7.06022667117698e-194,-0.285220722781564,0.694,0.75,2.7233412338731e-189
"PCBD1",7.11044176479829e-194,-0.350455593001008,0.332,0.398,2.74271070193564e-189
"H2AFZ",1.16901133786406e-193,-0.517536476186996,0.546,0.589,4.50922743354305e-189
"NOP10",1.60844111974029e-193,0.256471320015363,0.572,0.423,6.2042399311742e-189
"IRX2",3.30566036139451e-193,-0.328780624266313,0.193,0.276,1.27509237120071e-188
"RSL1D1",6.46250467521562e-193,-0.354776235051627,0.453,0.493,2.49278192837092e-188
"H2AFJ",1.18624137773771e-192,-0.335879806963621,0.423,0.492,4.57568886634769e-188
"TWISTNB",2.73173364516973e-192,-0.447269425107812,0.169,0.25,1.05371161895132e-187
"TSPO",1.23212310533696e-191,0.269342531608142,0.769,0.716,4.75266845421627e-187
"MAN1A1",7.12269910440943e-191,-0.416060533050695,0.466,0.504,2.74743872554385e-186
"UBXN1",1.42771478327045e-190,-0.35178696363672,0.425,0.468,5.5071242335091e-186
"TMEM205",2.86413241317391e-190,-0.360199209663764,0.326,0.387,1.10478179573357e-185
"TIMM13",1.21865099244696e-189,0.276958925762931,0.572,0.437,4.70070247316568e-185
"TNFSF12",3.60773181805312e-187,-0.323030408920977,0.247,0.322,1.39161039417763e-182
"ATP6V0E1",4.32004503871509e-187,0.321108799781361,0.79,0.729,1.66637097278357e-182
"NDFIP1",4.28498502375194e-185,-0.351554317990087,0.549,0.583,1.65284727321183e-180
"H1FX",6.62754525426359e-185,-0.400737989888928,0.352,0.429,2.55644303092709e-180
"YWHAE",1.28715700240882e-181,-0.26190140437848,0.639,0.672,4.96495070539154e-177
"TNS2",1.90979560440621e-180,-0.304078636693218,0.18,0.259,7.36665458487607e-176
"SAR1A",4.18141677270728e-180,0.252971751400298,0.61,0.474,1.61289789173638e-175
"NOLC1",6.25050436676977e-180,-0.386443419530852,0.233,0.301,2.41100704939411e-175
"TRA2B",4.49333837789232e-179,-0.375812008058541,0.452,0.492,1.7332154125044e-174
"TMEM109",6.69276768348253e-179,-0.351011912798988,0.338,0.392,2.58160127854971e-174
"RAB21",6.74545540615192e-179,-0.321651345849915,0.28,0.35,2.60192451381498e-174
"DNAJB6",5.49809641813498e-178,-0.338340916617877,0.474,0.508,2.12078073136721e-173
"ADAMTS1",6.00548506794142e-178,-0.546126920685517,0.417,0.493,2.31649575525705e-173
"HMGN3",9.7294485712043e-178,-0.313705765333245,0.46,0.507,3.75294019737063e-173
"ALKBH7",1.00511532795521e-177,0.277859429807286,0.575,0.444,3.87703135452162e-173
"DDIT4",3.36243955893905e-177,-0.38643327270693,0.348,0.431,1.29699381106956e-172
"PGAM1",5.7828390340498e-175,0.309609061562867,0.6,0.5,2.23061450060403e-170
"RBM25",1.94596330373922e-174,-0.308825618116072,0.555,0.59,7.50616425151328e-170
"MRPL33",5.33813093321543e-174,0.251777002564565,0.584,0.445,2.05907724486919e-169
"HNRNPC",2.22982767101255e-173,-0.338448301773604,0.585,0.604,8.60111427539671e-169
"PABPC1",2.67224972408297e-173,-0.351678898497683,0.682,0.733,1.03076688607052e-168
"FKBP8",2.38077965546442e-172,-0.31290001398619,0.507,0.537,9.1833813650229e-168
"CCND1",1.0927240046053e-171,-0.381034555451821,0.176,0.253,4.21496430296401e-167
"SLC25A37",2.02593810397552e-171,-0.333048721414364,0.252,0.326,7.81465104846476e-167
"AXL",2.36687192041223e-171,-0.407996720644423,0.418,0.453,9.12973505860611e-167
"KLF10",3.73252545931318e-170,-0.469994023573551,0.472,0.513,1.43974704542087e-165
"AHR",4.13366729279711e-169,-0.438070896346304,0.439,0.499,1.59447948485063e-164
"UBE2B",4.47042505771637e-169,-0.261086099535664,0.558,0.583,1.72437705751294e-164
"LEPROT",2.04487889025639e-168,-0.267300806281835,0.56,0.6,7.88771134338597e-164
"NDUFV2",8.08625496732061e-168,0.277307898322605,0.594,0.47,3.11911112854458e-163
"EIF1AX",9.30064151851098e-167,-0.323175392978079,0.567,0.598,3.58753645293524e-162
"ARL4D",2.07328914794565e-166,-0.347411791144762,0.19,0.265,7.99729823037077e-162
"COX6A1",2.63807391613667e-166,0.287680790632001,0.723,0.663,1.0175842516714e-161
"AK3",1.72144645887082e-164,-0.318677233267348,0.269,0.333,6.64013542580241e-160
"CCDC50",2.7479696465946e-162,-0.342238420193025,0.277,0.341,1.05997433178094e-157
"AURKAIP1",3.34223483282085e-162,0.251354737504041,0.583,0.448,1.28920024206399e-157
"LSAMP",3.1617527945294e-161,-0.279563434105514,0.18,0.258,1.21958290543383e-156
"ETFB",1.30116430619726e-160,0.279288948106721,0.562,0.432,5.01898107829469e-156
"NFIC",1.01540184489102e-159,-0.27681952245927,0.64,0.67,3.91670953629815e-155
"DDIT3",1.15867859431778e-159,-0.336718222583975,0.217,0.289,4.46937094186197e-155
"UBE2S",2.81325667995699e-159,-0.495186422627616,0.37,0.419,1.08515749915981e-154
"PGK1",3.94271310495137e-159,0.291708711020925,0.553,0.431,1.52082272597289e-154
"DNAJC15",8.55449309838124e-159,0.285131444855052,0.578,0.438,3.2997246228386e-154
"POLR2L",5.37862103406956e-158,-0.299688018637265,0.718,0.766,2.07469549147165e-153
"ARL4A",1.00027880525601e-157,-0.295230204185096,0.183,0.256,3.858375435514e-153
"SGK1",5.09554041754693e-157,-0.324072169871633,0.245,0.325,1.96550280526038e-152
"PPP1CC",1.17400140513698e-155,-0.319825856733102,0.439,0.473,4.52847562003487e-151
"CD46",1.74959371017523e-155,-0.316908254540364,0.25,0.317,6.74870781825893e-151
"PRRX2",5.67538696105486e-154,-0.332004367919581,0.478,0.524,2.18916701248769e-149
"LSP1",7.70324247387044e-154,-0.355001475505897,0.413,0.478,2.97137171944605e-149
"RPL4",3.64018683195384e-153,-0.276002735936171,0.749,0.842,1.40412926668955e-148
"NDN",1.24225382540038e-152,-0.282077688360301,0.414,0.46,4.79174568071687e-148
"BTG3",1.91219260140001e-152,-0.348018600668752,0.384,0.431,7.37590052138028e-148
"CBX6",4.82208563705127e-152,-0.276280147309334,0.193,0.265,1.86002309277979e-147
"CUTA",3.06184105598456e-151,0.26388976567055,0.647,0.563,1.18104395052492e-146
"ARMCX1",8.13831679304998e-151,-0.305337094964086,0.233,0.296,3.13919293658317e-146
"FEZ1",1.58656572527671e-150,-0.306415442506751,0.204,0.269,6.11985997210987e-146
"ID1",3.36126840958906e-150,-0.801805017839758,0.357,0.415,1.29654206363079e-145
"XG",4.54397505709963e-150,-0.361100517875793,0.279,0.342,1.75274749877504e-145
"TMEM159",1.39051973545179e-149,-0.279447983459084,0.243,0.308,5.36365177555819e-145
"PSMD8",1.1793749965809e-145,0.259313946606112,0.595,0.496,4.54920317431152e-141
"MEG3",3.32211052674809e-144,-0.341036400759647,0.707,0.746,1.28143769348254e-139
"MT-ATP8",4.48978799136569e-144,-0.582112351796692,0.289,0.343,1.73184592190949e-139
"CASC4",4.60074789073223e-144,0.25333050638941,0.486,0.369,1.77464648389214e-139
"COX5B",7.53226651082255e-141,0.259446865977339,0.726,0.67,2.90542116121958e-136
"BIN1",7.84430741158975e-141,-0.305359219241332,0.223,0.283,3.02578469787252e-136
"RAB8B",1.08727071042716e-139,-0.293945941305972,0.225,0.287,4.19392931133067e-135
"NDUFC2",1.43308388052547e-139,0.280289965041552,0.671,0.586,5.5278344523509e-135
"COLEC12",6.3672188849706e-138,-0.345008825596715,0.34,0.396,2.45602734049971e-133
"ATP5PF",3.68155488571053e-136,0.27187374238538,0.75,0.706,1.42008616606512e-131
"PTN",1.33268354839329e-134,0.539828211843334,0.698,0.611,5.14056025121744e-130
"ARIH1",1.7905086003628e-133,-0.28682581544217,0.295,0.35,6.90652882417942e-129
"SPAG9",2.53522120976925e-133,-0.337808283007172,0.51,0.523,9.77910877244295e-129
"NFAT5",7.06065993053645e-133,-0.266829407205871,0.288,0.346,2.72350835500582e-128
"CYB5R3",9.21176820762997e-133,-0.293273075213281,0.638,0.663,3.55325535072911e-128
"TMBIM1",3.94191791928207e-132,-0.322902134311652,0.253,0.305,1.52051599900467e-127
"ZNF703",8.97056918352054e-132,-0.304662966751011,0.216,0.278,3.46021765115938e-127
"CYSTM1",2.47135478384235e-131,-0.278573936775533,0.453,0.487,9.53275680771508e-127
"SYNE1",3.55913044017327e-131,-0.461857119425993,0.425,0.456,1.37286338468803e-126
"TOP1",2.03012956656344e-130,-0.387066436807288,0.444,0.461,7.83081877710517e-126
"ATF4",6.73947988420365e-130,-0.266442407094671,0.607,0.621,2.59961957573388e-125
"LY6E",3.61605618194844e-129,-0.30174516388874,0.662,0.707,1.39482135106297e-124
"CHIC2",1.26216587063832e-128,-0.261504119493789,0.233,0.292,4.86855241281319e-124
"BAZ1A",1.45105836824483e-128,-0.42910512774969,0.321,0.361,5.59716744383076e-124
"VAMP2",5.08097984736842e-127,-0.311181597357654,0.434,0.459,1.95988635652542e-122
"OPTN",1.36017134553916e-126,-0.322755261727159,0.402,0.435,5.24658893114819e-122
"IFT57",1.42861999294806e-126,-0.277026516049542,0.31,0.356,5.51061589879854e-122
"PARK7",2.14472861811097e-125,0.260095171053613,0.76,0.716,8.27286169863944e-121
"MAF",6.2542209118266e-125,-0.369178847603278,0.309,0.36,2.41244063231887e-120
"RUNX1T1",1.84393393098986e-124,-0.333957173904956,0.331,0.381,7.1126063520072e-120
"RNF13",1.89011247309201e-124,-0.314470772522954,0.284,0.331,7.29073084245781e-120
"SEC11A",1.9416507705749e-124,0.269688739242163,0.756,0.7,7.48952951733856e-120
"HIST1H4C",5.1471147002216e-124,-0.459390178175441,0.247,0.306,1.98539655331648e-119
"BLVRB",8.83279375867935e-121,-0.275415371763865,0.411,0.445,3.40707353653539e-116
"ESD",1.00930299645098e-120,-0.263045274637857,0.506,0.527,3.89318444821036e-116
"LRP1",1.57416162971931e-120,-0.298957050171563,0.77,0.816,6.07201365431629e-116
"PCNP",3.71609674582632e-120,-0.299536432006732,0.411,0.438,1.43340999776758e-115
"NTAN1",1.18825253694469e-119,-0.272399449452479,0.272,0.322,4.58344651075674e-115
"LAMA2",1.51102828403199e-118,-0.414089911237163,0.365,0.4,5.82848939999659e-114
"IMP3",3.63611055749401e-118,-0.280364171664282,0.24,0.294,1.40255692534216e-113
"ST3GAL4",3.82129546440995e-118,-0.273886134435071,0.234,0.288,1.47398829948685e-113
"MAP3K20",6.13040911918857e-118,-0.284021353779813,0.25,0.302,2.36468270954461e-113
"PTPN12",1.13582871987545e-116,-0.260622435621611,0.285,0.336,4.38123212117559e-112
"SUN1",6.31679072349385e-116,-0.302464918532893,0.237,0.291,2.43657568577328e-111
"KIAA0930",1.03074833556079e-115,-0.307037555282602,0.3,0.344,3.97590555475863e-111
"TCP1",7.33905745715631e-114,-0.354034744427616,0.444,0.457,2.83089463294891e-109
"SFRP1",5.7439258039111e-111,-0.519721781713602,0.196,0.261,2.21560450034263e-106
"ADH5",1.26409335188778e-109,-0.279827307059468,0.506,0.518,4.87598728623675e-105
"IGSF10",2.49718227405203e-109,-0.395460593311186,0.197,0.251,9.63238118570091e-105
"NUDT4",2.77404631249236e-108,-0.257554584252027,0.281,0.334,1.07003288411768e-103
"SF1",3.99306836778499e-108,-0.265983742310335,0.52,0.534,1.5402462615057e-103
"ARGLU1",1.55123675796462e-106,-0.254529335572542,0.531,0.554,5.98358554649694e-102
"RAB7A",2.06693396183612e-106,-0.278558365798661,0.496,0.502,7.97278437099045e-102
"TFAM",1.91923040671662e-105,-0.274059697129801,0.207,0.258,7.40304744782803e-101
"RPL17",2.04165364015573e-105,0.656163174804119,0.571,0.593,7.8752705861727e-101
"JMJD1C",6.53717781167567e-105,-0.322197896057391,0.495,0.505,2.52158559729766e-100
"HIPK3",4.94112444981288e-104,-0.280672968928654,0.27,0.315,1.90593993402632e-99
"STMN3",7.58843558343633e-104,-0.26577476803255,0.205,0.255,2.9270872575989e-99
"LPAR1",1.06903190711242e-103,-0.347053441049627,0.367,0.391,4.12357677530474e-99
"CLEC2B",1.52099810870165e-103,0.294132006980126,0.644,0.544,5.86694600469487e-99
"IGFBP3",6.49820181051457e-103,0.381331819536915,0.384,0.292,2.50655138436978e-98
"RPS17",2.0065707098974e-102,0.392524123732162,0.58,0.576,7.73994519928726e-98
"GNG12",2.38491775298951e-100,-0.274961002318522,0.465,0.474,9.19934324860645e-96
"PLAGL1",2.24613899190933e-99,-0.283973634718199,0.492,0.516,8.66403193349187e-95
"TANK",2.46068614997246e-99,-0.305538035125907,0.282,0.318,9.49160468628875e-95
"CILP",7.42519579164216e-98,-0.370348285075073,0.226,0.292,2.86412077271013e-93
"THUMPD3-AS1",1.25932890714379e-96,-0.312723896262506,0.239,0.286,4.85760939352574e-92
"TLE4",2.0798931597629e-96,-0.287641120302901,0.354,0.393,8.02277188515343e-92
"CACYBP",4.2926626909969e-95,-0.343806088061634,0.398,0.417,1.65580877979824e-90
"SPEN",9.26900656340317e-95,-0.286133443547133,0.266,0.308,3.5753339017015e-90
"FNBP1",1.52331694511154e-93,-0.277814892229187,0.244,0.288,5.87589045237874e-89
"CH25H",5.94572798012986e-93,-0.665223682606096,0.207,0.253,2.29344565377549e-88
"ARHGAP12",1.00885559054644e-92,-0.261135256214566,0.209,0.257,3.89145866941479e-88
"ELOC",1.05272003460003e-92,-0.269278806622944,0.518,0.52,4.06065698946268e-88
"DDX21",1.55875472577633e-91,-0.339328906657324,0.446,0.456,6.01258460373703e-87
"UBL3",2.61549287552559e-91,-0.289546536134162,0.451,0.465,1.00887406687649e-86
"CAMLG",3.25887916341007e-91,-0.259705103536211,0.483,0.492,1.25704745970217e-86
