genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
KLHL28,0.0215607663375008,0.0207685328588227,0.156,0.178,1
HSPB11,0.0217491330990972,-0.101968878,0.351,0.392,1
SNAP47,0.0221574073303905,0.0194342994167075,0.17,0.163,1
SNRPB2,0.0222289069132232,-0.143504249,0.598,0.592,1
SYAP1,0.0224499345703079,-0.035853183,0.407,0.415,1
ZNF480,0.0228363309453934,0.0203433491543868,0.136,0.154,1
ZHX2,0.0229351982212306,0.0236632994494393,0.093,0.108,1
METTL5,0.0229892067582045,-0.088293526,0.419,0.429,1
NDUFC1,0.0230430930978648,-0.283946315,0.633,0.645,1
ZCCHC9,0.0231689307188871,-0.062753419,0.222,0.248,1
NOL6,0.0232105103327767,0.028637200041971,0.108,0.1,1
INPPL1,0.023361711330358,0.0419188048248183,0.246,0.247,1
ARMC1,0.0234144116921232,0.0470346883632051,0.217,0.214,1
RMND5A,0.023649886641482,0.0262299329009224,0.106,0.098,1
ICK,0.0236757901389684,-0.057852985,0.173,0.19,1
NLGN2,0.0238435784841709,0.0674373827501131,0.186,0.183,1
SNX4,0.0241320923727011,-0.052623706,0.227,0.254,1
IFT46,0.024236437411022,0.0198446654993098,0.1,0.092,1
METRNL,0.0243082101592175,-0.06270288,0.451,0.495,1
LUC7L2,0.0246906558675102,0.0797021367946678,0.329,0.339,1
ZNF621,0.0247018365817924,0.0612519898174394,0.125,0.118,1
DIP2A,0.0247693550263468,0.0423175231007492,0.16,0.153,1
PHF13,0.0248419879913149,-0.026073403,0.113,0.127,1
MXI1,0.024957784042945,0.0392494001580855,0.233,0.234,1
RAB9A,0.0251492765732491,-0.065374669,0.337,0.375,1
NUDT1,0.0253944460970823,-0.059666093,0.441,0.462,1
CCDC88A,0.0254068655887395,-0.016873333,0.31,0.349,1
RTN4,0.0255979755380814,-0.062028702,0.743,0.687,1
LTV1,0.025767146990874,0.0584799729823509,0.234,0.235,1
NEDD9,0.0258068900626163,-0.049858084,0.193,0.212,1
KLHL21,0.0259546589597235,-0.058896041,0.123,0.137,1
ZNF408,0.0262542781911755,0.0383542954477765,0.11,0.103,1
NR4A1,0.026359531235415,-0.212981439,0.384,0.351,1
RPL11,0.0267617164565674,-0.08450572,0.996,0.998,1
LSG1,0.0269472815712916,0.0359363615378639,0.151,0.145,1
BAG4,0.0271478902515302,0.0254534860551493,0.144,0.137,1
TOMM70,0.0274342029151009,0.0288709370179582,0.245,0.245,1
PAAF1,0.0274371873900848,0.0214235137348054,0.112,0.104,1
BACE1,0.0277741130823688,-0.047001754,0.374,0.414,1
KLHDC2,0.0279477250325684,-0.021574201,0.316,0.319,1
AIMP1,0.0281263985001841,-0.122208869,0.437,0.477,1
TOB2,0.0282218270879908,-0.020033429,0.228,0.224,1
PSMG3,0.0282697195536309,-0.024375185,0.407,0.423,1
RTRAF,0.0286558471162928,-0.114686898,0.738,0.694,1
ZCCHC8,0.0286629886028872,0.0322431369103124,0.132,0.124,1
TMEM220,0.0290569776058061,-0.029658225,0.13,0.147,1
NENF,0.0291317076038273,-0.160452563,0.777,0.704,1
TMEM126A,0.0299163816601179,-0.134567676,0.344,0.38,1
ELF2,0.0299387829328576,-0.086366994,0.309,0.341,1
TGFB2,0.0299957395412554,0.0495991946265693,0.134,0.127,1
RFT1,0.0302634395600109,0.0394246243497878,0.13,0.123,1
CKAP5,0.0305420457185126,0.0382969226856038,0.202,0.199,1
ZCCHC24,0.0306223659224174,-0.040334418,0.411,0.456,1
SPAG16,0.0306297446107757,0.0127193220277509,0.231,0.23,1
HIBCH,0.0309845040775632,-0.028496231,0.171,0.192,1
CRELD1,0.0311142982120578,0.0923988741826982,0.199,0.2,1
WASHC2A,0.0312175848550229,0.0525049528798864,0.147,0.141,1
RP9,0.0323884125933498,-0.035095385,0.172,0.191,1
IFT122,0.0324433058032515,0.0375093114750068,0.105,0.098,1
SGTB,0.0324760886343766,0.05032800250559,0.155,0.15,1
ECHDC1,0.0324890421593371,-0.022824718,0.33,0.337,1
SRA1,0.0327390101705049,-0.086222982,0.528,0.532,1
GTPBP1,0.0327655819303117,0.0134039292542357,0.13,0.122,1
PARVB,0.0327786553667758,-0.032002306,0.302,0.342,1
FBXL4,0.0330714056199935,0.0476583900492483,0.11,0.103,1
CTNNB1,0.0330949918730755,-0.317939882,0.612,0.61,1
CTSA,0.0331445614469283,-0.134813199,0.653,0.618,1
DTD1,0.0332388213214004,-0.014230474,0.233,0.263,1
CHM,0.0332398432462701,0.011223151055207,0.224,0.222,1
SERTAD1,0.0335219663265342,-0.337941296,0.429,0.441,1
FAM210B,0.0339342366872648,0.0124890078914811,0.322,0.326,1
SIGMAR1,0.0339465351307875,0.0413579278106748,0.29,0.295,1
LSM3,0.0343454630773041,-0.173815882,0.584,0.596,1
RFC1,0.0347034551183339,-0.131754268,0.356,0.394,1
DNASE2,0.0348828053095405,0.0193699985861177,0.23,0.26,1
PLEKHA1,0.0351459494660948,-0.034664181,0.276,0.309,1
CPPED1,0.0352469117419049,0.0423238470823787,0.143,0.136,1
SRSF11,0.0354953816844033,-0.090952102,0.662,0.625,1
TRIM26,0.0357953680349941,0.014363860889149,0.128,0.12,1
BTBD2,0.036211720810786,0.0133190612737038,0.188,0.21,1
DNAJC9,0.0362447896418998,0.0474362164054174,0.148,0.144,1
EPDR1,0.036735173342058,0.0310124299911918,0.161,0.155,1
DCAF16,0.0377192555275659,0.0428276866849733,0.132,0.126,1
NOL8,0.0377767933272763,0.0798048655772032,0.233,0.236,1
SLC16A1-AS1,0.0381800368519638,-0.031473858,0.15,0.165,1
NCOA6,0.0393785665198137,0.0312310588093477,0.159,0.154,1
RBBP6,0.0398415382836645,-0.015337985,0.381,0.387,1
PDCL,0.0405560384253803,-0.019531644,0.214,0.239,1
GLG1,0.0409109781190574,-0.129820808,0.585,0.598,1
ATP13A3,0.041335365091625,0.0904428245739549,0.337,0.349,1
UFL1,0.0413742204285581,-0.119323671,0.347,0.378,1
LRBA,0.0417039978199154,0.0401846513582347,0.108,0.102,1
MRPS31,0.0423479250885781,0.0464737468734147,0.213,0.213,1
CAMK2D,0.042358141647536,-0.040438459,0.319,0.355,1
ZBTB10,0.0424745251714819,0.04047773034376,0.199,0.196,1
EXOC5,0.0428459819385846,0.0316471169286232,0.286,0.292,1
NBN,0.0432226386385484,-0.017383599,0.282,0.317,1
IFT80,0.04342426710029,0.0221831950817419,0.119,0.136,1
LRRC40,0.0435859799472419,0.0281233882067415,0.13,0.124,1
KATNAL1,0.0437439121271598,0.0334506558053156,0.146,0.14,1
SCN1B,0.0438481819366652,-0.033908973,0.151,0.167,1
RIC1,0.0440757106653623,0.0397167822317976,0.144,0.138,1
MED13,0.0445207018202993,0.0258418877729069,0.311,0.318,1
CRNKL1,0.0452448945988959,0.0321893840106459,0.151,0.146,1
RASSF8,0.0453949024697699,-0.056192989,0.316,0.32,1
SNAP23,0.0457427684996271,-0.050080986,0.304,0.34,1
USP12,0.0459115864049694,0.0150646196952114,0.234,0.232,1
DDX1,0.0459353299175808,-0.037059332,0.456,0.467,1
HSBP1,0.0459865667089267,-0.109563755,0.704,0.67,1
OTUD7B,0.0461299671494444,-0.010512336,0.13,0.146,1
STX2,0.0461805315426302,-0.040363269,0.306,0.309,1
EBLN3P,0.0462060918088425,-0.026610865,0.322,0.359,1
TBPL1,0.0466943500767084,-0.040718772,0.177,0.196,1
RASA2,0.0468833292776437,0.0185944293856111,0.158,0.152,1
PREB,0.0472250000281857,0.0145413057967073,0.218,0.214,1
ZNF195,0.0472983634246682,0.0375592088450226,0.118,0.112,1
RAB30,0.0480495578232472,-0.024307939,0.128,0.144,1
INTS14,0.0484957842337243,0.0217608606137608,0.124,0.117,1
NAA60,0.0489726188650703,0.0464907385257898,0.255,0.258,1
RGL1,0.0490466379241147,0.0101941352046836,0.089,0.101,1
CTSS,0.0490622716185759,-0.028301721,0.111,0.123,1
TMCC1,0.0492985581056955,0.0296720228200166,0.127,0.121,1
RC3H2,0.0493285079162063,0.0386164016278738,0.257,0.26,1
FOXJ3,0.0493900190450468,0.0438794357339123,0.181,0.179,1
THUMPD1,0.0498905102985312,-0.069148589,0.295,0.326,1
ZCRB1,0.0499493123160192,-0.139893052,0.511,0.535,1
WBP4,0.0508643619326914,-0.041408184,0.279,0.313,1
ARL4A,0.0511103968875723,-0.0425548,0.187,0.206,1
FBXO21,0.0511867901816738,-0.010091074,0.201,0.228,1
DECR1,0.0514608427414446,-0.14016514,0.411,0.448,1
SLC39A10,0.0523502866842089,-0.044455589,0.188,0.207,1
USP36,0.0524203076012329,0.0407286036203013,0.153,0.148,1
TMEM222,0.0526397141962475,0.0255366221095575,0.284,0.289,1
SENP7,0.0530614331348117,-0.016263906,0.145,0.161,1
HMGCL,0.0535489233105329,0.0301906529957375,0.196,0.193,1
IMPA1,0.0535694046075393,0.0213486573609333,0.121,0.115,1
PDIA4,0.0539802460387128,-0.064274183,0.447,0.488,1
PCCB,0.0539969528988396,-0.011949837,0.099,0.112,1
LINC00662,0.0551157292997752,0.022929054338155,0.114,0.128,1
RPL22L1,0.0552480847069614,-0.224097851,0.709,0.7,1
FBXL20,0.0561279688152536,0.0115496209965727,0.113,0.128,1
PIAS1,0.0562642675513014,0.0532750944791743,0.224,0.225,1
TEX30,0.0570631540595456,-0.021798777,0.136,0.151,1
KLHL20,0.0582547584065401,0.0462534578364569,0.185,0.184,1
ZFP91,0.0583315185922275,0.0276472115580676,0.292,0.327,1
MED16,0.0588264036071585,0.0470286363549156,0.255,0.259,1
TSC22D1,0.0593746629601106,-0.026684798,0.464,0.474,1
MX1,0.0602851216404883,0.0501488478259277,0.127,0.142,1
PIAS2,0.0607224262913243,0.0130713227566898,0.152,0.17,1
BLVRA,0.0609654134396375,-0.079778352,0.312,0.344,1
ID3,0.061624013402036,-0.051351848,0.776,0.74,1
HTATSF1,0.0616773028613534,-0.047259512,0.265,0.294,1
VAV2,0.062628899788234,0.0212396323415771,0.116,0.109,1
STAT2,0.0626543884389215,-0.016672299,0.352,0.391,1
ALDH6A1,0.0634259502170016,0.0172596699050449,0.093,0.105,1
TAF11,0.0638464721590584,-0.024234992,0.309,0.313,1
JPX,0.0646501957514418,0.0336938935840696,0.286,0.292,1
ERCC2,0.0647134892548721,0.0350817684432362,0.113,0.107,1
URB1,0.0654445899888647,0.0304594598722099,0.103,0.098,1
RIOK1,0.0654622875137419,0.0250808759447234,0.209,0.208,1
SPICE1,0.0655262477062478,-0.016706944,0.098,0.11,1
HSPA13,0.0656720465349353,0.0548475263237509,0.252,0.257,1
TOM1,0.0660416414141011,0.0613949759048534,0.309,0.321,1
HACD2,0.0661763990017412,0.0432206978040931,0.136,0.131,1
TMEM70,0.0663277421041944,-0.042372134,0.279,0.31,1
L3HYPDH,0.0675482603656397,-0.03347526,0.231,0.255,1
TSNAX,0.0690342315155836,0.0359128136006456,0.299,0.31,1
TRPM4,0.0707080562294501,0.0107450306172019,0.115,0.108,1
TRAF3IP2,0.0708262971309765,0.0447211616728128,0.15,0.146,1
PHF12,0.0708698769075387,0.0474737776360067,0.145,0.141,1
RSRC1,0.071216646939003,-0.015756702,0.426,0.44,1
ELMSAN1,0.0713256259423572,-0.053197688,0.24,0.23,1
LSM8,0.0714044266515227,-0.151005235,0.541,0.551,1
SELENOF,0.0720735327103002,-0.123198128,0.64,0.622,1
CCDC28A,0.0723265235432303,-0.010611812,0.123,0.136,1
KIAA2026,0.0743071329892485,0.0269977012192395,0.242,0.244,1
GTF2F2,0.0751038567598445,0.0200469924160854,0.274,0.279,1
ZMYM6,0.0759971845057844,0.0300366337532302,0.1,0.112,1
BCL10,0.0765269940042457,-0.040528624,0.224,0.248,1
CCDC43,0.0773169789981586,0.0107870646879055,0.166,0.162,1
UBN1,0.0780880099722902,-0.026365455,0.228,0.251,1
SACS,0.0781925172136249,0.0152231149436836,0.262,0.292,1
RDX,0.078470068497768,-0.077062788,0.48,0.51,1
NPAT,0.0785587908024373,0.0438525618502673,0.123,0.119,1
MUL1,0.079013079441974,0.0384628195263486,0.166,0.163,1
DCLK1,0.0797635286166663,-0.038004366,0.222,0.241,1
SS18L2,0.0801116111150115,0.0161430457451188,0.279,0.286,1
FCF1,0.0801542535214718,0.0134231997728161,0.113,0.108,1
LINC00623,0.0804800172789108,0.0601793508037125,0.111,0.107,1
EPG5,0.080723022560705,0.0508285464742885,0.101,0.096,1
DNAJC25,0.0818629510595037,0.0104082500452538,0.142,0.136,1
MLST8,0.0840887813745033,0.045732516745457,0.236,0.238,1
EMC10,0.0841586019853247,-0.047938466,0.382,0.421,1
HPS4,0.0855023670577925,0.0136635994759565,0.111,0.123,1
EOGT,0.0860436375040305,0.064913670570816,0.171,0.171,1
IAH1,0.0861638731524423,-0.117030581,0.553,0.555,1
RPL37A,0.0864556915955554,0.216606626415438,0.981,0.93,1
OSBPL9,0.0865551615182353,0.0159395072566013,0.293,0.303,1
TMEM14A,0.087570072483072,-0.067317471,0.245,0.269,1
ZNF277,0.088410681034574,0.0400783680900861,0.154,0.151,1
ANKRD13C,0.0905774333747761,0.0193623234151358,0.155,0.172,1
ZMYM2,0.0907378234901296,0.0494280929480309,0.288,0.296,1
NFIC,0.0909750638513962,-0.067877227,0.675,0.656,1
BHLHE40,0.0918435222760924,-0.074017482,0.473,0.476,1
HAS2,0.09272291544689,-0.019289729,0.104,0.114,1
LINC01503,0.0927797146004066,0.048779354998325,0.154,0.15,1
TXNIP,0.0934976664562005,0.0499224851568121,0.538,0.555,1
NDUFAF5,0.0936303631246543,-0.018537623,0.106,0.118,1
SNHG8,0.0939460851465807,-0.073980809,0.525,0.531,1
SHC1,0.0947778509505717,-0.032613331,0.454,0.473,1
GPATCH11,0.0952694365633103,-0.010980749,0.147,0.143,1
CLIP3,0.0958063109870252,0.038005807324866,0.12,0.134,1
FAF2,0.0959728949704729,-0.026903122,0.27,0.3,1
ALG8,0.0960017182280311,0.0252320144053161,0.152,0.148,1
RAB4A,0.0966135317332567,-0.026409706,0.33,0.34,1
SNUPN,0.0968135951872053,0.035171322506897,0.191,0.19,1
RFC4,0.0968803805737163,0.0204444657265896,0.106,0.102,1
UBXN7,0.0973340806709793,0.0288539493207328,0.217,0.22,1
LIPA,0.0973763024875521,0.0217179247674561,0.257,0.288,1
RIPK2,0.0978247840766619,-0.042170234,0.206,0.225,1
LMF2,0.0991992037600679,-0.0750994,0.462,0.497,1
ERI3,0.0994578370147402,-0.010158717,0.413,0.433,1
MYO10,0.101107387262967,0.064622691156693,0.183,0.183,1
DCP1A,0.102162238011512,0.0178063561710868,0.226,0.226,1
CEP57L1,0.102454261286939,0.0193651895271796,0.142,0.138,1
SLC33A1,0.102985468369457,0.0465244862789328,0.154,0.151,1
SLC35A2,0.103740436177585,0.0223733368614918,0.224,0.227,1
ALMS1,0.105731932830643,0.0196460896213821,0.092,0.103,1
MAML1,0.106274130226335,0.0305027402088286,0.138,0.134,1
CASD1,0.107268547057688,0.0275044114531148,0.115,0.111,1
STAG2,0.10846287363933,0.056720028290647,0.334,0.349,1
UNK,0.108488310318385,0.0121700854709,0.134,0.149,1
EBAG9,0.109293877608871,-0.020988543,0.201,0.222,1
TXLNG,0.10930229407028,0.0271061405794694,0.118,0.114,1
TWSG1,0.109791435799672,-0.101242087,0.444,0.472,1
TMCO1,0.111572255076282,-0.169723842,0.581,0.598,1
LSM1,0.112326807314939,-0.034211433,0.429,0.445,1
MRPS28,0.112484609985717,0.0454561281705638,0.241,0.246,1
HNRNPUL2,0.114277829611301,0.0571014222289419,0.311,0.323,1
MAGT1,0.115264981067756,0.0199981122484741,0.311,0.321,1
DNAJC3,0.115975554301613,-0.061276948,0.455,0.47,1
SPSB2,0.116656968907937,0.0388340867927872,0.103,0.098,1
RABL3,0.117857627075293,0.0308044034320433,0.107,0.102,1
HS1BP3,0.118384202753155,0.0148384095968324,0.125,0.139,1
MTFR1,0.118460903057882,0.0279626013630603,0.149,0.145,1
DST,0.118729926837889,-0.072385359,0.695,0.646,1
MITF,0.11917554228228,0.0173688175865224,0.142,0.137,1
RTL6,0.119291207229126,0.0173370519083129,0.095,0.105,1
ARCN1,0.12051858102909,-0.106290448,0.464,0.501,1
GTF3C4,0.120834256238937,0.0276811578041122,0.138,0.135,1
GNL3L,0.121605092873476,0.0323419129300975,0.115,0.129,1
TSTD2,0.121960665346425,0.0286342331690934,0.113,0.11,1
FAM120B,0.122566789796191,0.0411140355316389,0.113,0.109,1
SLC35A5,0.122786208724386,0.0231659031121324,0.103,0.099,1
AGL,0.123259395962856,0.0388308057335399,0.147,0.145,1
CCDC59,0.123326591209836,-0.083536901,0.309,0.338,1
FAM13B,0.123435145634008,0.0172939548104174,0.129,0.124,1
ATXN7L3,0.123673445953057,0.0436285758193929,0.129,0.125,1
PLEKHA3,0.124384094516116,-0.050330555,0.365,0.374,1
GNL3,0.125151704334152,-0.063710951,0.442,0.477,1
DHRS4,0.125487550189804,0.0184482775589665,0.125,0.121,1
PMVK,0.129343638935175,-0.024067593,0.371,0.387,1
MICAL2,0.130411300774995,-0.071221079,0.296,0.312,1
ZNF146,0.131317156363425,0.0128083055746441,0.249,0.253,1
SPNS1,0.132254926307024,0.0213785889977692,0.322,0.339,1
DCXR,0.132688594601281,-0.02430198,0.354,0.366,1
SWAP70,0.135513828054991,0.0301087720970004,0.19,0.211,1
RRM2B,0.135918099037928,0.0528712558510381,0.149,0.147,1
PAK2,0.137024623283129,-0.160705032,0.478,0.506,1
GBP1,0.137946521739195,0.165116785725941,0.366,0.37,1
SRPRA,0.139722257541883,-0.048986202,0.4,0.415,1
NOTCH2,0.139899528872039,0.0428947594825897,0.264,0.271,1
SEPT11,0.140252228090242,-0.757595744,0.469,0.355,1
PIBF1,0.142582746580089,-0.010427968,0.159,0.175,1
DZIP1,0.142707268833232,0.0540579263928174,0.165,0.165,1
RBFOX2,0.143378225171448,-0.059051578,0.5,0.509,1
COX20,0.143728475707559,-0.15727478,0.437,0.475,1
CBFA2T2,0.144110991465005,0.0195140954761731,0.103,0.099,1
UBE2J1,0.144952932149055,-0.083422323,0.424,0.462,1
ODC1,0.146351266562801,-0.014678439,0.27,0.272,1
GNAI3,0.147513538153284,-0.116393347,0.456,0.493,1
MBD5,0.147590284857785,0.0417777149040718,0.161,0.159,1
MEGF9,0.148414918008546,0.0311585882517417,0.11,0.106,1
COG7,0.149266373313684,0.0342562281031567,0.135,0.132,1
RPS6KA3,0.150165252424576,-0.022295306,0.216,0.235,1
MED1,0.150962485068406,0.0217727725777109,0.19,0.21,1
KDM7A,0.150970799137073,0.026708586422144,0.107,0.103,1
SPPL3,0.151615031436508,0.015524143563212,0.251,0.256,1
TMEM168,0.152346908417599,0.0254943329098027,0.146,0.145,1
ANAPC11,0.152445823901871,-0.176967713,0.745,0.732,1
MAP4K3,0.152949034181902,0.0237575973869962,0.155,0.153,1
TRIB1,0.15306520782839,-0.072514177,0.143,0.152,1
CCDC25,0.154869149065845,-0.030413078,0.34,0.351,1
CTIF,0.156024902255404,0.0167113368292623,0.125,0.137,1
ALG12,0.156095406367157,0.030520384895644,0.126,0.139,1
ZFX,0.157004259596609,-0.025169578,0.227,0.249,1
POM121C,0.157173854527423,0.0541149034884892,0.177,0.178,1
CETN2,0.159765598047768,-0.024533129,0.33,0.363,1
ARHGEF40,0.162074863780427,0.0265900445304543,0.264,0.273,1
SPAG9,0.162768648710675,-0.086633542,0.506,0.515,1
BLOC1S5,0.164809365360237,0.0225726927108545,0.095,0.105,1
USP3,0.165948895969503,-0.022576213,0.21,0.229,1
HOOK2,0.167448178628195,0.0389069234175733,0.168,0.167,1
ZNF254,0.16932496382539,0.030872405901697,0.119,0.132,1
UBR7,0.169815929674838,0.0349753609621777,0.126,0.124,1
VGLL4,0.170231551031111,-0.079542033,0.504,0.526,1
GABPB1,0.170941322006358,-0.010376605,0.107,0.116,1
EXOG,0.171379391766923,0.0572860949549054,0.157,0.157,1
YWHAG,0.171711619470268,-0.08753356,0.459,0.472,1
PPP3R1,0.172072824087252,-0.039263571,0.197,0.214,1
FAM133B,0.172176290248437,-0.188662646,0.428,0.45,1
WFS1,0.173062733947907,0.034499908950207,0.112,0.108,1
PDE4D,0.173897838115516,0.0686308739618073,0.146,0.146,1
CHRNB1,0.176221835945416,0.0153178533161885,0.115,0.127,1
DCAKD,0.177553531056616,0.0190491692765635,0.1,0.096,1
CLCN3,0.178063833498042,0.0476691281720207,0.188,0.19,1
OSBPL11,0.178200896444629,0.0223377280998621,0.107,0.118,1
VPS39,0.178545551265788,0.0274496283873973,0.129,0.142,1
UPF3B,0.179085940443551,0.0311594347838449,0.191,0.194,1
DCUN1D5,0.179591695593483,-0.055302689,0.323,0.354,1
RABL2B,0.180606153856055,0.0369895917236228,0.111,0.108,1
CTDSPL2,0.181469108046169,0.0111192711252054,0.216,0.219,1
BRD8,0.18340580435622,0.0299868679925326,0.151,0.15,1
MLH1,0.18452009380455,0.0226165944868739,0.157,0.155,1
YARS2,0.185965511555331,0.026416393011051,0.134,0.131,1
WDR45B,0.186141871177252,-0.024303978,0.341,0.354,1
PIK3R1,0.186787023895065,-0.089145091,0.37,0.4,1
ATP2C1,0.191106840908128,0.0162893938700981,0.226,0.23,1
ATP6AP2,0.191634518998414,-0.150516185,0.692,0.659,1
RIOX2,0.191689396886687,0.0113428951814704,0.146,0.16,1
LSS,0.192619408804485,0.0284167914848531,0.12,0.117,1
TWF2,0.192737501437576,-0.04038205,0.467,0.492,1
USP38,0.193221456629456,0.0485515303568257,0.134,0.133,1
KATNA1,0.194800129811833,0.025485354715981,0.174,0.173,1
DVL2,0.197487586169685,0.0426661551088013,0.137,0.136,1
STYX,0.200015272017423,-0.01324918,0.143,0.155,1
MFN1,0.201279638291786,-0.038743085,0.205,0.223,1
AC058791.1,0.202564748267758,-0.108683566,0.103,0.096,1
NDUFC2,0.202807386710031,-0.13847955,0.777,0.713,1
CDIP1,0.203915431580764,0.0207908428231452,0.126,0.138,1
TGIF1,0.20425524007631,-0.049218931,0.232,0.25,1
SRP19,0.205639523616694,-0.097582223,0.472,0.499,1
FAM162A,0.207614407445217,-0.13831891,0.482,0.514,1
MRS2,0.208669628187097,0.0394602036279235,0.127,0.125,1
CRAT,0.209013803571346,0.0331397773252683,0.263,0.272,1
FOXJ2,0.209525807917498,0.021673256621574,0.13,0.142,1
RBBP8,0.210940181497073,0.0156626689576285,0.096,0.105,1
RPS24,0.212737599315833,-0.040118985,0.996,0.992,1
TIMM21,0.213773690481321,0.0139022285342313,0.102,0.111,1
TMEM128,0.214158787835938,0.0245350061290334,0.144,0.143,1
FAM160B2,0.215181484371293,0.0152120110414461,0.212,0.231,1
CACNA2D1,0.215436753327589,0.052868422505078,0.164,0.165,1
C5orf15,0.215805241549243,0.0153767227648781,0.33,0.344,1
FBXO30,0.217046922786022,0.0213213426836615,0.128,0.139,1
CSPP1,0.217646285069268,0.0254810540755079,0.144,0.157,1
RNF7,0.219067172238368,-0.228865939,0.699,0.689,1
CNPPD1,0.219162348806934,0.03069163935626,0.17,0.17,1
PIP5K1C,0.219351145551129,0.0277419308271867,0.182,0.183,1
PRAF2,0.221909095240292,0.0142978540024344,0.386,0.402,1
TMEM68,0.225913371665455,0.0250996086602388,0.1,0.098,1
CASP8AP2,0.226030527631082,0.0504916304639579,0.185,0.187,1
METTL2A,0.227078564836282,0.0175151086933284,0.101,0.098,1
SLC30A1,0.227889653816826,-0.012695808,0.152,0.164,1
JKAMP,0.230384650437244,-0.013813758,0.269,0.276,1
PI4KB,0.230689402263684,0.0203216747702966,0.246,0.252,1
ZNF720,0.232482752087333,0.0219458130068237,0.175,0.192,1
PCNX1,0.233181614777837,0.0286155488132381,0.215,0.218,1
DPP3,0.239565114660195,0.023917035097464,0.137,0.135,1
LDLRAP1,0.240960807055928,0.0110567694529425,0.116,0.113,1
C6orf89,0.241846010037753,-0.028377016,0.352,0.386,1
RPAP3,0.24211210230829,0.0126300777531448,0.162,0.162,1
DDIT4,0.24271113857364,0.267239090194979,0.347,0.39,1
MBOAT2,0.243122146952719,0.0341279091815315,0.134,0.132,1
CNDP2,0.249134123517735,0.0191048789492401,0.214,0.217,1
SIX5,0.253533225189013,0.0212166031448588,0.139,0.137,1
STON1,0.253747604273228,0.0744334039102698,0.137,0.153,1
SRSF6,0.254165487544961,-0.070377641,0.399,0.417,1
KMT5A,0.254936893929279,-0.053831214,0.216,0.216,1
CDC16,0.255306304318584,-0.02379153,0.217,0.236,1
LRFN4,0.255479219672059,0.0106682718066626,0.11,0.107,1
PTDSS1,0.255763938172136,0.0199301543892406,0.17,0.17,1
POFUT1,0.255784882287184,0.0120814659172368,0.17,0.186,1
PDZD8,0.256241401032946,0.0227162782598079,0.252,0.261,1
SNX19,0.257213821543006,0.0461396618941951,0.164,0.166,1
EIPR1,0.258077814332432,0.0147099972086289,0.1,0.098,1
TBCD,0.261540538343039,0.0166401934024793,0.178,0.194,1
TVP23B,0.261745370258164,-0.035844934,0.109,0.116,1
COG3,0.262144958477183,-0.013650547,0.149,0.16,1
INIP,0.262249225261377,-0.016267838,0.131,0.142,1
COPS3,0.264454488445039,-0.045882975,0.319,0.332,1
SATB2,0.266025064560403,0.0456293364735546,0.15,0.151,1
FAHD1,0.268086029184691,0.0182826175438033,0.167,0.168,1
PSMA7,0.268655312002877,-0.126139779,0.876,0.832,1
NMRAL1,0.269280611648169,0.0375355501848264,0.248,0.258,1
PRR14L,0.270294988349451,0.0413601226352767,0.177,0.18,1
IFT52,0.270600946097282,-0.024966993,0.251,0.276,1
CDK19,0.270695827444497,0.0360757356474423,0.14,0.139,1
PCBD1,0.27227156385424,-0.101192376,0.341,0.365,1
