genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CRYZL1,6.62750097968889e-92,0.20330482411995,0.235,0.13,2.5564259528954e-87
PNPLA2,7.14960920440315e-92,0.210076087015937,0.298,0.183,2.75781875841443e-87
SMIM26,7.28919612682598e-92,0.185472590327795,0.597,0.498,2.81166162200059e-87
NDUFS3,7.84602874966949e-92,0.227471590620635,0.552,0.459,3.02644866961001e-87
HMGN3,9.39112676015782e-92,0.156265096099237,0.605,0.496,3.62243932519567e-87
LINC02609,1.45249350148962e-91,-0.063093548,0.015,0.11,5.60270318329593e-87
RAB29,1.4525913873617e-91,0.17906868845183,0.187,0.091,5.60308075847029e-87
NDNF,1.59513540632937e-91,-0.125311191,0.011,0.102,6.15291580283429e-87
LAMTOR5,1.90170671574834e-91,0.148901525465588,0.704,0.601,7.33545331465607e-87
GIT2,2.01620860051421e-91,0.267235433473967,0.291,0.182,7.77712143476348e-87
ATL1,2.2968627350368e-91,-0.19558885,0.115,0.255,8.85968862785746e-87
TGFB3,2.36343669764599e-91,-0.350742317,0.346,0.507,9.11648437382987e-87
TRAF2,2.52121440242784e-91,0.101412970521345,0.13,0.051,9.72508031448492e-87
DOCK4,3.08907622186331e-91,-0.097961758,0.021,0.119,1.19154937105933e-86
POLDIP2,3.50306583150214e-91,0.224152729932179,0.371,0.259,1.35123758318532e-86
RNF130,3.56084322245111e-91,0.214186082988679,0.426,0.312,1.37352405619607e-86
KPNA2,3.89140380785999e-91,0.255001837299944,0.283,0.171,1.50103119080583e-86
TMEM8A,3.9830233827054e-91,0.166436098648535,0.252,0.14,1.53637160941096e-86
CD2BP2,4.33047815014771e-91,0.245786019850921,0.462,0.358,1.67039533685648e-86
BMPR1B,5.67366132964396e-91,-0.092491597,0.024,0.124,2.18850138468357e-86
MYL12B,9.75794561531922e-91,0.216903259220727,0.916,0.813,3.76393236219708e-86
DYNC1I2,1.08495343168468e-90,0.229423160138414,0.649,0.547,4.1849908720373e-86
CLTA,1.30234270465262e-90,0.181969883624218,0.81,0.685,5.02352651465655e-86
PUF60,1.3204657363235e-90,0.249307296412075,0.542,0.45,5.09343248472064e-86
EI24,1.68598145217313e-90,0.259972727777095,0.507,0.412,6.5033362554674e-86
PAM16,1.9461299976883e-90,-0.085040761,0.093,0.229,7.50680724008306e-86
TPM4,2.0633978051563e-90,0.296726350093667,0.944,0.883,7.95914435382939e-86
HELLPAR,2.11923703066792e-90,-0.134430037,0.014,0.106,8.17453299839538e-86
HSPE1,2.27139178677309e-90,0.24435162883787,0.783,0.677,8.76143953911985e-86
NECTIN1,2.27939096754185e-90,0.12995844431659,0.15,0.064,8.79229477909918e-86
EMP3,2.51051597325394e-90,-0.40080255,0.747,0.806,9.68381326363243e-86
CARS2,2.56718286666303e-90,0.207180373575245,0.333,0.216,9.9023944715793e-86
RRP7A,3.58721345347045e-90,0.218671657775741,0.348,0.237,1.38369584540716e-85
TASOR2,3.91579344566623e-90,-0.05255839,0.06,0.185,1.51043900579683e-85
MAP3K13,4.24240109780676e-90,0.216003484235901,0.376,0.265,1.636421375457e-85
WDFY2,4.44532501982121e-90,0.161700505043904,0.189,0.093,1.71469521989564e-85
PDCD7,4.66776365047881e-90,0.18649202620213,0.325,0.206,1.80049647289919e-85
EIF2B5,5.34121394497296e-90,0.196879152111069,0.257,0.15,2.06026645499442e-85
RASEF,6.34437176078854e-90,-0.121885063,0.014,0.107,2.44721451928896e-85
PROCR,7.37435610101451e-90,0.270005500690474,0.231,0.129,2.84451037884433e-85
DHX9,7.73525161754901e-90,0.247850039329678,0.433,0.326,2.98371860643718e-85
ATP10A,9.4759081007739e-90,-0.168844752,0.102,0.238,3.65514203171151e-85
NHP2,9.53446975165549e-90,0.228410305508802,0.573,0.478,3.67773101730607e-85
KIF5B,1.27929294398436e-89,0.269853699625364,0.698,0.589,4.93461667283089e-85
MRPS7,1.30887399653749e-89,0.236778720518065,0.492,0.397,5.04871966684406e-85
LRWD1,1.54903241107418e-89,0.135004713604609,0.173,0.082,5.97508271923645e-85
TRNAU1AP,1.6542254884114e-89,0.202622915501337,0.308,0.198,6.3808439764493e-85
NAA20,1.72788951534772e-89,0.204291467618307,0.504,0.408,6.66498822755077e-85
PSMA6,1.84255462240378e-89,-0.208403268,0.235,0.387,7.10728594499811e-85
PDE8A,2.82612279050594e-89,0.218883712313542,0.265,0.159,1.09012034398186e-84
SZRD1,5.29999308406145e-89,0.249422457678969,0.479,0.378,2.04436633231502e-84
CDS2,5.30266054064925e-89,0.182881612130328,0.229,0.127,2.04539525034464e-84
CUX1,5.8282763593473e-89,0.255888306569692,0.432,0.327,2.24814104009103e-84
ARMCX2,7.09087717349224e-89,-0.209410661,0.165,0.314,2.73516405213116e-84
KBTBD11,7.82502130569826e-89,-0.146082215,0.019,0.114,3.01834546824699e-84
BAIAP2,7.89216568119117e-89,-0.1791676,0.06,0.178,3.04424506820587e-84
TSSC4,8.13646104457003e-89,0.225848266401899,0.45,0.35,3.138477118722e-84
NOB1,8.70706660113967e-89,0.202519196410428,0.278,0.168,3.35857680005761e-84
DUT,9.03197048182363e-89,0.227445509398569,0.635,0.54,3.48390197395383e-84
SCD,1.28145266091535e-88,-0.1474792,0.04,0.148,4.94294734894879e-84
EIF4G1,1.38200012899488e-88,0.265509629972858,0.563,0.47,5.33078909757194e-84
CCT2,1.43565780309011e-88,0.172900989817212,0.592,0.492,5.53776284385947e-84
HNRNPA3,1.56468340435578e-88,0.199417024825904,0.766,0.657,6.03545329562154e-84
FABP5,2.03981308875651e-88,-0.761902048,0.476,0.574,7.86817102726049e-84
RMND1,2.21228718763779e-88,0.165101499311533,0.195,0.099,8.53345536887524e-84
TMEM9B,2.32423984520337e-88,-0.263369316,0.198,0.356,8.96529035490294e-84
CFAP300,2.34588634347476e-88,0.10702213411869,0.128,0.051,9.04878739268518e-84
SPTAN1,3.14450129368128e-88,0.212294365400487,0.495,0.386,1.21292848401168e-83
GATD3B,3.8041980265978e-88,-0.071958225,0.037,0.143,1.46739330479957e-83
PWWP2A,4.3726378951681e-88,0.149901865365686,0.23,0.126,1.68665761530319e-83
PIGC,4.63534825942542e-88,-0.276064203,0.217,0.374,1.78799288410817e-83
SUMO2,5.33097190914636e-88,0.254981461166023,0.904,0.787,2.05631579451503e-83
TSR3,6.03073342499537e-88,0.199146331148892,0.446,0.336,2.32623480402346e-83
THUMPD3-AS1,6.46070469688492e-88,0.263930087080545,0.353,0.239,2.49208762272942e-83
SART1,6.55851243708772e-88,0.214746985530501,0.27,0.163,2.52981500235785e-83
TCF7L2,9.02699761252864e-88,-0.312859557,0.246,0.412,3.48198378908067e-83
STMP1,9.40437808190439e-88,-0.453566284,0.572,0.65,3.62755075753298e-83
RAB11B,1.09817833810393e-87,0.252536238826406,0.486,0.389,4.2360033035683e-83
CHMP5,1.36067940048573e-87,0.173478021001246,0.574,0.48,5.2485486514936e-83
ZFP36L1,1.41476568803979e-87,0.322554114040841,0.846,0.733,5.45717568847588e-83
UBALD2,1.50059088906886e-87,0.203719693306108,0.284,0.173,5.78822923640532e-83
AKAP1,1.57652026317715e-87,0.133225957540565,0.122,0.047,6.08111161115322e-83
BANF1,1.84545505386526e-87,0.234596681441558,0.69,0.59,7.11847377927448e-83
GOLIM4,1.9484545275874e-87,-0.514928801,0.516,0.632,7.51577364926286e-83
ARSJ,2.22083125714992e-87,0.198879390256797,0.238,0.134,8.56641240820437e-83
SUSD6,2.23011966589429e-87,0.203955753731195,0.274,0.167,8.60224058725405e-83
WBP2,2.35197778678266e-87,0.211414414431137,0.305,0.196,9.07228391695676e-83
PER1,2.35667888670765e-87,0.155064978692167,0.234,0.127,9.09041746969741e-83
POLR1C,3.15661746037564e-87,0.159398738090624,0.18,0.089,1.21760205299069e-82
ST13,3.3415840453905e-87,0.191072159232522,0.726,0.62,1.28894921382848e-82
TMEM64,4.33424648891471e-87,-0.187984117,0.152,0.301,1.67184889816907e-82
GLTP,4.44617614477405e-87,0.247126819840401,0.375,0.267,1.71502352432369e-82
AGPAT2,4.67070194722143e-87,0.2141109726862,0.421,0.311,1.80162986210172e-82
TPBG,4.70365412299663e-87,-0.345095966,0.31,0.475,1.81434050486349e-82
ITIH5,5.39680793485612e-87,0.194924278727727,0.184,0.087,2.08171072471205e-82
ZFPM2,6.35413032510377e-87,-0.121131267,0.02,0.114,2.45097869030228e-82
ATG9A,7.42952723520156e-87,-0.069866417,0.048,0.161,2.8657915404343e-82
CSMD2,7.55001207845901e-87,-0.112106651,0.031,0.132,2.912266159024e-82
TMEM98,8.85206183780649e-87,-0.335118247,0.382,0.536,3.4145058126971e-82
SFPQ,1.09382638563416e-86,0.240518247409811,0.665,0.571,4.21921651730664e-82
APBB2,1.3038694472378e-86,-0.168102548,0.189,0.35,5.02941561883036e-82
MRM3,1.58477653373282e-86,0.0889547421136443,0.125,0.049,6.1129585235676e-82
SDC3,1.64224563303681e-86,-0.143913559,0.034,0.136,6.33463408031287e-82
TIMM10,1.92312721579823e-86,0.22377531974541,0.472,0.375,7.4180786094985e-82
LINC02693,2.14293772527669e-86,-0.06207069,0.026,0.124,8.26595368770978e-82
RXRA,2.15185028168939e-86,0.227895435425964,0.307,0.197,8.3003320915605e-82
MIR100HG,2.39126719554554e-86,-0.060988196,0.027,0.127,9.22383495337782e-82
PKN2,2.683978961244e-86,0.236651990853973,0.339,0.229,1.03529120472065e-81
SCD5,3.1119207621017e-86,-0.130473994,0.069,0.19,1.20036119556549e-81
DDAH1,3.82096818168234e-86,0.166902657393723,0.202,0.106,1.47386205672033e-81
SMYD4,4.19383046014585e-86,0.139739872642109,0.129,0.052,1.61768622339206e-81
THBS3,4.42481767709701e-86,-0.312565803,0.292,0.451,1.70678492258663e-81
NMT1,4.71393308843835e-86,0.219859628707386,0.368,0.257,1.81830541020332e-81
FZD6,4.80751338277992e-86,-0.130625959,0.031,0.132,1.8544021371397e-81
CRK,5.13740161247954e-86,0.235868693311228,0.442,0.341,1.98164992398173e-81
BDP1,5.19814622795569e-86,0.29586924498794,0.415,0.31,2.00508094450935e-81
ISM1,6.46242391750574e-86,-0.136403247,0.022,0.117,2.49275077769949e-81
FBXO9,6.56968466885228e-86,0.227899119877091,0.368,0.259,2.53412446731639e-81
ACSL4,8.03295096134743e-86,0.275075194440332,0.358,0.248,3.09855017432054e-81
CIAO2A,1.41209746902018e-85,-0.058311477,0.029,0.129,5.44688356725156e-81
NDUFAF4,1.43400821406138e-85,0.163169507563967,0.276,0.169,5.53139988409897e-81
PSMF1,1.44795731762988e-85,0.251007659570702,0.486,0.393,5.58520576129375e-81
CORIN,1.46769021785678e-85,-0.098695587,0.086,0.217,5.66132147733897e-81
SMARCA5,1.53856260899509e-85,0.242656074232709,0.474,0.368,5.93469755167676e-81
IDS,2.17847898693569e-85,0.295360400332252,0.529,0.43,8.40304699630702e-81
TSEN34,2.79316786662531e-85,0.214922487234122,0.379,0.269,1.07740864119338e-80
ZNF385A,3.37735474906622e-85,0.168106133966804,0.175,0.084,1.30274704735731e-80
OXT,3.79839957119131e-85,-0.150297835,0.019,0.11,1.46515666659562e-80
TSFM,3.84122859144646e-85,0.174428011774988,0.302,0.193,1.48167710457864e-80
GPATCH2L,5.39856445266414e-85,0.212240740117215,0.288,0.181,2.08238826632614e-80
ADAM19,6.40115392678924e-85,0.146720316838893,0.203,0.107,2.46911710418041e-80
MRPL58,6.47884905873178e-85,0.162077821471086,0.261,0.156,2.49908644742461e-80
DANCR,6.90926924427912e-85,-0.071943576,0.041,0.148,2.66511242559579e-80
PSMD6,7.45724615117523e-85,0.211605764735809,0.409,0.306,2.87648355789282e-80
TBL3,7.49227640105582e-85,0.169327544144712,0.196,0.102,2.88999577617926e-80
DUSP6,8.73136822379892e-85,0.106947887688932,0.127,0.05,3.36795066496596e-80
AP003351.1,8.95413113738006e-85,-0.143396427,0.014,0.102,3.45387700362161e-80
AKT1,9.19015116081054e-85,0.216644175466598,0.5,0.405,3.54491700725945e-80
CNNM2,9.93503759831167e-85,0.141824741054992,0.106,0.038,3.83224205279676e-80
PRDX6,1.0826498195493e-84,0.171195989437521,0.792,0.676,4.17610514894752e-80
CACNA1G,1.4154426078271e-84,-0.121696533,0.014,0.102,5.45978677117149e-80
N4BP2,1.68146094470324e-84,-0.155747355,0.08,0.201,6.4858993020038e-80
SLC48A1,1.91802540427263e-84,0.116556581620177,0.106,0.038,7.39839939190082e-80
DDX56,1.95711208638226e-84,0.193538090330763,0.27,0.165,7.54916845080229e-80
MSRA,2.06491136448608e-84,0.121907157103893,0.166,0.078,7.96498260623217e-80
TP53I3,2.26557520526968e-84,-0.31053559,0.277,0.438,8.73900323928674e-80
NOP10,2.30326830495249e-84,0.157880334620685,0.707,0.62,8.88439683269323e-80
PPP1R3B,2.47100152669269e-84,0.169286088931636,0.168,0.081,9.53139418891171e-80
PTGER3,3.15579293458161e-84,-0.300976508,0.269,0.432,1.21728400865616e-79
NOX4,3.25064871818343e-84,-0.110458381,0.023,0.117,1.25387273006489e-79
PSMD11,4.84825423378561e-84,0.219790380249261,0.452,0.352,1.87011710559812e-79
VPS51,5.12777478397147e-84,0.275457798963718,0.405,0.298,1.97793656742132e-79
ADAM9,7.70324710945022e-84,0.247105345882491,0.471,0.372,2.97137350752823e-79
FNBP1,7.96650267869401e-84,0.24565239900785,0.356,0.249,3.07291907825264e-79
RBCK1,8.0110847485249e-84,0.234597620874764,0.471,0.374,3.09011572004851e-79
MTCH1,8.07180044834362e-84,0.158518219281771,0.668,0.577,3.11353558693958e-79
APOBEC3G,8.37181879629584e-84,0.127509529317396,0.115,0.044,3.2292616642952e-79
DIPK2A,1.14456194233824e-83,-0.064807881,0.031,0.13,4.4149187801813e-79
FOXO1,1.63827834460082e-83,-0.14461442,0.085,0.211,6.31933105862875e-79
RAB21,1.73322296326881e-83,0.187105202308895,0.399,0.286,6.68556093621678e-79
MTCL1,1.74539236484674e-83,-0.133574802,0.062,0.176,6.73250196892333e-79
ZFAS1,2.20960145689922e-83,0.297942269442726,0.801,0.651,8.52309569969736e-79
ITGA8,2.64664286399258e-83,-0.160940703,0.026,0.122,1.02088955192786e-78
UQCR10,3.26898894551071e-83,-0.517389149,0.767,0.805,1.26094710595185e-78
MYC,4.49929032134512e-83,0.286317882358799,0.378,0.258,1.73551125565245e-78
SARAF,4.71229911917221e-83,0.253828951524387,0.602,0.515,1.8176751392383e-78
XAB2,4.83682069702723e-83,0.156192035204954,0.194,0.101,1.86570684746432e-78
USF2,5.11524731026370e-83,0.228258979921461,0.36,0.252,1.97310434498802e-78
YAE1,5.2425119789248e-83,-0.056534102,0.03,0.128,2.02219414563066e-78
UBE2W,5.68739620291966e-83,0.179346015315199,0.258,0.155,2.1937993373522e-78
PCID2,6.03502719994149e-83,0.238033627112032,0.311,0.204,2.32789104183343e-78
EPB41L4A-AS1,6.57662930158903e-83,0.294507684358233,0.395,0.289,2.53680322050194e-78
WDR34,6.64022272134018e-83,0.146324771622363,0.219,0.119,2.56133311030255e-78
RSL24D1,8.61049567913613e-83,0.158513258459916,0.628,0.537,3.32132649831318e-78
ARGLU1,8.70076930024656e-83,0.176525925486104,0.629,0.515,3.35614774218411e-78
NLRP1,1.06968682824269e-82,0.118773234644786,0.16,0.073,4.12610300258053e-78
PNN,1.21458814655015e-82,0.2756393066463,0.576,0.477,4.6850308576879e-78
R3HCC1,1.29243118414444e-82,0.243227548488903,0.383,0.279,4.98529480660034e-78
WNT2B,1.41918548079661e-82,-0.16660619,0.042,0.146,5.47422415507676e-78
PRICKLE2,1.59632668109016e-82,-0.189907908,0.133,0.271,6.15751090696906e-78
PDE1A,2.17498731278022e-82,0.184582793747896,0.28,0.169,8.38957856158716e-78
EIF4B,2.35649726080244e-82,0.233536700363694,0.639,0.538,9.08971688409326e-78
JAGN1,2.65933304426244e-82,0.211235444756924,0.358,0.254,1.02578453516335e-77
TES,4.05080205775589e-82,0.285351367196476,0.362,0.253,1.56251587773818e-77
PHYKPL,4.56217447022114e-82,0.178324383372051,0.223,0.125,1.7597675583984e-77
ARID1A,5.1294140167795e-82,0.241570825541369,0.379,0.273,1.97856886869236e-77
NOL7,5.1407166272839e-82,0.146682377953139,0.624,0.538,1.98292862464222e-77
FAM107B,6.18477658302823e-82,0.171260260300873,0.272,0.161,2.38565387137148e-77
KCTD11,6.89940393862248e-82,0.184267302183967,0.203,0.11,2.66130708124485e-77
CAB39,7.4044945500376e-82,0.203184164640896,0.307,0.199,2.85613568278601e-77
LSM2,9.30105191650425e-82,0.246858425473665,0.539,0.453,3.58769475575319e-77
MAP1S,1.10819116638479e-81,0.129976074515959,0.178,0.089,4.27462578609606e-77
SEC31A,1.34049276067209e-81,-0.376539328,0.689,0.699,5.17068272574044e-77
MFSD14A,1.36565157657196e-81,-0.054789855,0.042,0.147,5.26772782631102e-77
CD320,1.47769320592187e-81,0.156403787718045,0.299,0.191,5.69990600320241e-77
ACAA2,1.53324096010349e-81,-0.256068363,0.244,0.393,5.9141703554072e-77
SATB1,1.56609799380075e-81,-0.168642235,0.117,0.248,6.04090979148763e-77
NORAD,1.75886564452831e-81,-0.473977126,0.677,0.718,6.78447245063904e-77
LRMDA,1.95604928095278e-81,0.11757681247558,0.159,0.074,7.54506889141914e-77
CDC42SE1,2.29306502169008e-81,0.14777039519704,0.382,0.269,8.84503970816516e-77
NUB1,2.74154375353571e-81,0.246567273609183,0.373,0.268,1.05749567205133e-76
ANKRD11,2.96609904258331e-81,0.267428380413638,0.57,0.479,1.14411338369566e-76
LINC01578,3.11453964774682e-81,-0.099478079,0.093,0.224,1.20137137832538e-76
MFSD12,3.20088187279677e-81,0.229578859826622,0.346,0.242,1.2346761647939e-76
COPS5,3.63133757239014e-81,0.208643908962607,0.419,0.32,1.40071584179805e-76
PRRC2A,3.75474902820054e-81,0.256668921302668,0.397,0.294,1.44831934264779e-76
SMDT1,4.14811307845076e-81,0.159492491865562,0.53,0.431,1.60005165775081e-76
UQCRH,4.63432723911487e-81,0.183437144145493,0.876,0.782,1.78759904594378e-76
HIVEP3,5.388324022326e-81,0.120348422943864,0.131,0.055,2.07843822513181e-76
TRIM52-AS1,7.93688331090278e-81,-0.05602114,0.032,0.13,3.06149399951453e-76
VASH2,9.51268790694396e-81,-0.11053626,0.025,0.116,3.6693291063455e-76
NIBAN1,1.05578089291808e-80,-0.091122114,0.034,0.132,4.0724636382529e-76
EFCAB14,1.15795883278814e-80,0.247276483442495,0.349,0.244,4.4665946057137e-76
AAMP,1.37188059137181e-80,0.211556633378469,0.409,0.306,5.29175500509847e-76
AL118516.1,1.53871983754603e-80,0.0828814297115843,0.135,0.057,5.93530402936632e-76
AMACR,2.08701510717132e-80,-0.066144855,0.026,0.119,8.05024337289193e-76
DNMT1,2.35668918006247e-80,0.209940964157753,0.324,0.219,9.09045717425495e-76
SMIM3,2.56753091554245e-80,0.331744229110841,0.479,0.378,9.90373700052191e-76
TNIK,2.70119516581439e-80,-0.152641896,0.045,0.148,1.04193201130959e-75
BUB3,3.224669155023e-80,0.23663899661096,0.429,0.331,1.24385163316702e-75
SLC25A6,3.26555288358127e-80,0.307321782919145,0.91,0.793,1.2596217137838e-75
ANKZF1,3.40141875239059e-80,0.140733479502059,0.134,0.058,1.31202925535962e-75
LIN7B,3.61424990038113e-80,-0.192984662,0.079,0.197,1.39412461407401e-75
CYP7B1,3.72022492044271e-80,0.253252884750834,0.285,0.182,1.43500235856237e-75
NPEPL1,4.65343617275041e-80,0.172539383675695,0.239,0.14,1.79496993491501e-75
ALKBH2,4.67363920612139e-80,0.18504340399919,0.269,0.166,1.8027628509772e-75
VWA1,4.69792494420754e-80,0.18699576785704,0.185,0.095,1.81213058872918e-75
GRHPR,5.24483549019133e-80,0.206778804996974,0.549,0.459,2.0230903936315e-75
PAPSS2,5.52101503612375e-80,-0.27135125,0.284,0.438,2.12962112988401e-75
EML3,7.10639010951589e-80,0.126536398580331,0.178,0.088,2.74114785694357e-75
HSPA14.1,7.84698664292502e-80,0.0973452347806806,0.145,0.064,3.02681815777547e-75
SLC25A45,9.13221822717584e-80,-0.110678298,0.031,0.126,3.52257053676853e-75
NSD3,1.14656046613741e-79,0.20092354996917,0.519,0.424,4.42262768603183e-75
OSR1,1.23611797793761e-79,-0.169515956,0.023,0.113,4.76807787629873e-75
NDUFB3,1.69244670587488e-79,0.126175415163491,0.619,0.54,6.52827467857117e-75
DDX51,2.37609131578107e-79,0.11172049070062,0.12,0.048,9.16529703236233e-75
NAV1,2.69607454518255e-79,-0.345735447,0.33,0.468,1.03995683431327e-74
EWSR1,3.80181282221312e-79,0.262162130342481,0.473,0.379,1.46647325991227e-74
SERBP1,4.09367853150828e-79,0.170766726645419,0.794,0.682,1.57905461995869e-74
RANBP2,4.86520090581933e-79,0.273741022655288,0.339,0.238,1.87665394540169e-74
FGFRL1,5.2564234684173e-79,-0.127286478,0.064,0.174,2.02756022447261e-74
CASP4,6.28717259668306e-79,0.21542614815195,0.365,0.261,2.42515108571856e-74
KHDRBS1,6.8635474714567e-79,0.180330740759934,0.571,0.477,2.64747616616499e-74
FNBP1L,6.871613484439e-79,-0.192468145,0.109,0.238,2.65058746935266e-74
PRPS2,8.80146373955421e-79,0.138940526865368,0.19,0.099,3.39498860825825e-74
SH3BP2,8.89888896338246e-79,0.172136932811511,0.207,0.113,3.43256843984552e-74
CCNL2,9.79043988060339e-79,0.256694034211908,0.367,0.263,3.77646637514514e-74
PTPA,1.26082803510389e-78,0.272953237685296,0.416,0.317,4.86339197980624e-74
TPT1-AS1,1.31639783044145e-78,-0.058884534,0.034,0.132,5.07774135136179e-74
PEX16,1.38599340198855e-78,0.194772134765603,0.272,0.172,5.34619234949042e-74
PIN1,1.45335549207245e-78,0.199376083837239,0.536,0.454,5.60602813957107e-74
CHD7,1.4772747627041e-78,0.113429621308457,0.102,0.037,5.69829194217854e-74
C1QTNF7,1.68383139014891e-78,-0.17701615,0.033,0.129,6.49504282122139e-74
PPIE,1.74895046087075e-78,0.19270073310021,0.343,0.239,6.74622661271676e-74
FBH1,1.8739264928583e-78,0.223391313067668,0.331,0.229,7.22829666090232e-74
ANK2,2.01589982033846e-78,-0.327691663,0.136,0.265,7.77593037699152e-74
RIF1,2.34899976911567e-78,0.28573829372614,0.409,0.31,9.06079680940987e-74
RAB12,2.54925732436856e-78,0.133082314373187,0.193,0.101,9.83325027728686e-74
SNTB2,2.63248905495449e-78,0.213966110890471,0.453,0.348,1.01543000316759e-73
ROBO2,2.741583780658e-78,-0.151868717,0.02,0.107,1.05751111171321e-73
RNF5,3.62004148994374e-78,0.232624312868264,0.357,0.258,1.396358603916e-73
MAML2,3.62439429335241e-78,0.278771232240939,0.396,0.292,1.39803761077482e-73
IARS2,3.63678041083032e-78,0.193037563182023,0.336,0.231,1.40281530786958e-73
SNRPD1,3.75354826624229e-78,0.133684579620292,0.642,0.556,1.44785617273764e-73
DCTN1,4.25159883560591e-78,0.257070195935268,0.375,0.275,1.63996921885827e-73
NELFB,5.12563157833174e-78,0.20222554787835,0.314,0.21,1.9771098687099e-73
PPP1R11,5.73856388286018e-78,0.226866709938506,0.345,0.245,2.21353624653566e-73
RPRD1A,6.25027821309102e-78,0.160174503501727,0.206,0.113,2.4109198151356e-73
ZNF579,7.52372314430657e-78,0.136113488346519,0.171,0.085,2.90212572845337e-73
KAT5,7.55054706218191e-78,0.205816721700748,0.267,0.168,2.91247251829543e-73
NUDT22,8.16407564167013e-78,0.207439370376265,0.432,0.339,3.14912889726142e-73
CSK,9.94424440537497e-78,0.179709968723365,0.248,0.148,3.83579339448529e-73
PTHLH,1.09080992898363e-77,-0.1731568,0.03,0.121,4.20758113906854e-73
PLSCR4,1.18824891060473e-77,0.187572043251294,0.278,0.173,4.58343252287563e-73
RARS2,2.02600340992168e-77,-0.320552339,0.283,0.433,7.81490295309088e-73
AZIN2,2.18568529952254e-77,-0.100377813,0.037,0.133,8.43084390584831e-73
SLC16A1,2.24221171250971e-77,-0.170377124,0.155,0.293,8.64888323866371e-73
SF3B3,2.36218957595272e-77,0.202270270418281,0.264,0.165,9.11167385132244e-73
AP1S2,2.44454818054619e-77,0.162191487930529,0.225,0.128,9.4293556968208e-73
ZIC1,2.47794473250113e-77,-0.162526342,0.018,0.102,9.55817621667663e-73
RGS2,2.91249167584948e-77,-0.340929419,0.073,0.181,1.12343541412542e-72
DHX30,2.96679941927298e-77,0.182892725839148,0.299,0.194,1.14438353999617e-72
USP7,3.15971301396298e-77,0.216180974665234,0.337,0.233,1.21879610087594e-72
SYCE1L,3.22722044079917e-77,-0.188930638,0.054,0.158,1.24483574062946e-72
UBE2G2,3.33409600558959e-77,0.264820325111367,0.417,0.319,1.28606085223607e-72
RNF126,3.68398962956536e-77,0.201163934656201,0.317,0.215,1.42102531981225e-72
RPL38,4.10031493182132e-77,0.40095092660893,0.943,0.814,1.58161447865144e-72
TMEM119,4.42402391226297e-77,-0.223095088,0.311,0.484,1.7064787436772e-72
PPP2R5B,4.42770028439105e-77,0.147146204616247,0.158,0.076,1.70789683069816e-72
NMI,6.76467162098177e-77,-0.202621319,0.166,0.305,2.6093367843613e-72
RBMX,6.96235583567937e-77,0.239277204690069,0.52,0.433,2.68558951649661e-72
ALKBH5,7.12714563097626e-77,0.211363841705941,0.412,0.31,2.74915388423647e-72
LETM1,7.45890320524892e-77,0.165837827112358,0.219,0.125,2.87712273336067e-72
VASH1,8.03714917696055e-77,0.126739045781131,0.159,0.077,3.10016955202899e-72
SHOX2,1.06797272466343e-76,-0.300435365,0.279,0.43,4.11949119084424e-72
SLC66A2,1.14009204311442e-76,-0.053886075,0.058,0.168,4.39767703790526e-72
UBE2N,1.22828341992188e-76,0.204153833317318,0.53,0.443,4.73785763566468e-72
CRYBG1,1.24303803136988e-76,-0.104811243,0.028,0.118,4.79477059840304e-72
CBR3,1.25928683929879e-76,0.12436223622312,0.191,0.1,4.85744712522723e-72
DMAC2,1.36226078188834e-76,0.177866917565623,0.221,0.127,5.2546485139779e-72
GALNT16,1.37345201691107e-76,0.123527972056287,0.123,0.051,5.29781646483107e-72
NEDD4L,1.39868577989419e-76,-0.097886446,0.018,0.103,5.39515065878588e-72
WASHC4,1.68341481075115e-76,0.235967621308639,0.373,0.27,6.4934359495104e-72
SP140L,2.02729570530385e-76,0.125486131023184,0.138,0.062,7.81988772406856e-72
AGTR1,2.14460415677827e-76,-0.155144054,0.031,0.123,8.27238161394082e-72
EEFSEC,2.27373385732188e-76,0.128270175672495,0.163,0.079,8.77047360784768e-72
TYMS,2.5216757861274e-76,0.206850669304545,0.108,0.042,9.72686000982922e-72
TSPAN2,3.19666287056078e-76,-0.108384738,0.031,0.122,1.23304876906141e-71
RHOT2,3.33819634939673e-76,0.209746352923089,0.33,0.229,1.2876424778528e-71
ZNF672,3.48945238364538e-76,0.129803831883867,0.149,0.069,1.34598646794353e-71
CALM1,3.75776041201171e-76,0.27906091712497,0.922,0.855,1.44948092372528e-71
PRDX3,4.52721487854149e-76,0.160088958456164,0.475,0.382,1.74628259509981e-71
NUP42,4.87237776192862e-76,-0.049693167,0.035,0.13,1.87942227410873e-71
TMEM123,6.58585286495232e-76,0.242588829211867,0.473,0.377,2.54036102559806e-71
GPI,6.68741180561339e-76,0.239292320214972,0.455,0.363,2.57953535577925e-71
FAM207A,7.36748574141326e-76,0.189594040521418,0.308,0.206,2.84186027503534e-71
BYSL,7.50143557627918e-76,0.114359356748409,0.153,0.073,2.89352874483817e-71
NACC1,9.08249212288793e-76,0.129695339750115,0.169,0.085,3.50338968656156e-71
NUDT5,1.05615836594262e-75,0.172845542627112,0.405,0.306,4.07391966495047e-71
PTDSS2,1.16630258742548e-75,0.158091791462714,0.227,0.131,4.49877897047631e-71
