,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Pdha13,0.00499363433021127,0.340225130327551,0.388,0.324,1,Melanocyte,Pdha1
2410015M20Rik4,0.00499675097093463,0.328157340680103,0.441,0.4,1,Melanocyte,2410015M20Rik
Atp5h5,0.00501574369357858,0.31306839245435,0.686,0.661,1,Melanocyte,Atp5h
Tmcc21,0.00501997325644431,0.204783144318591,0.101,0.056,1,Melanocyte,Tmcc2
Prmt31,0.005041544885468,0.212267279554078,0.122,0.071,1,Melanocyte,Prmt3
Spred12,0.00506924228842757,0.261619092516846,0.431,0.362,1,Melanocyte,Spred1
C1qbp3,0.005070492112196,0.290704369378687,0.346,0.278,1,Melanocyte,C1qbp
Psmg24,0.00511688424772681,0.197864816909405,0.16,0.101,1,Melanocyte,Psmg2
Scamp22,0.00514198308691958,0.279909820859047,0.282,0.222,1,Melanocyte,Scamp2
Rnf1033,0.00516001143615148,0.248581121469741,0.207,0.146,1,Melanocyte,Rnf103
Cdr2l4,0.00517970515741558,0.139016912305744,0.17,0.109,1,Melanocyte,Cdr2l
Exosc82,0.00519228084702533,0.239635517786303,0.213,0.149,1,Melanocyte,Exosc8
Rchy12,0.00521142513657778,0.226372171613261,0.255,0.182,1,Melanocyte,Rchy1
Exoc42,0.00524888203695043,0.230485332716642,0.207,0.143,1,Melanocyte,Exoc4
Psmd102,0.00527082813279106,0.213720625443398,0.181,0.117,1,Melanocyte,Psmd10
Amotl15,0.00530275515429166,0.220539867090644,0.314,0.238,1,Melanocyte,Amotl1
Sfxn12,0.00533365371287373,0.205994779782582,0.213,0.145,1,Melanocyte,Sfxn1
Slc25a54,0.0053678269504811,0.305959871654254,0.638,0.614,1,Melanocyte,Slc25a5
Nmt22,0.00536801861267232,0.267235624654333,0.255,0.185,1,Melanocyte,Nmt2
Malat13,0.00538323763233536,0.126913305163301,0.957,0.953,1,Melanocyte,Malat1
Cuedc15,0.00540653300730433,0.248906543521624,0.197,0.134,1,Melanocyte,Cuedc1
Frmd81,0.00552127170492107,0.158074698043586,0.117,0.066,1,Melanocyte,Frmd8
Myadm3,0.00561253288131727,0.313288788763343,0.378,0.305,1,Melanocyte,Myadm
Brd95,0.00563546925693228,0.353449074565617,0.271,0.205,1,Melanocyte,Brd9
Tnrc6a2,0.00564275808804369,0.390311235425644,0.431,0.372,1,Melanocyte,Tnrc6a
Rreb12,0.00567011049458618,0.221209945112439,0.207,0.143,1,Melanocyte,Rreb1
Mtfr1l3,0.00568706279226615,0.282425204874196,0.271,0.2,1,Melanocyte,Mtfr1l
Golgb13,0.0057029706008142,0.365463023710242,0.415,0.357,1,Melanocyte,Golgb1
Ilkap4,0.0057165202332709,0.242572722866356,0.277,0.207,1,Melanocyte,Ilkap
Tgif21,0.00581621853250106,0.172078268436971,0.181,0.119,1,Melanocyte,Tgif2
Tgs11,0.00585262014073371,0.175221250565934,0.213,0.146,1,Melanocyte,Tgs1
Hnrnpd2,0.0058786061846456,0.345333546036565,0.58,0.526,1,Melanocyte,Hnrnpd
Kif13b3,0.00591643966344814,0.190711188046506,0.25,0.177,1,Melanocyte,Kif13b
Foxk11,0.00599710414895513,0.180684980881748,0.128,0.076,1,Melanocyte,Foxk1
Mrps264,0.00600676426041771,0.250933846631655,0.266,0.201,1,Melanocyte,Mrps26
Nup501,0.00601657109300034,0.313195116064285,0.324,0.257,1,Melanocyte,Nup50
Usp151,0.0060315537819621,0.20180905299304,0.346,0.273,1,Melanocyte,Usp15
Ppp2r3c2,0.00604855746055535,0.11696591233008,0.149,0.092,1,Melanocyte,Ppp2r3c
Hira,0.00607785781057798,0.109012936484381,0.117,0.068,1,Melanocyte,Hira
Aup11,0.00616769462185297,0.146436857806944,0.287,0.211,1,Melanocyte,Aup1
Pja23,0.00618445574867818,0.252509874399479,0.261,0.189,1,Melanocyte,Pja2
Nek92,0.00625486621924391,0.388773944411654,0.218,0.154,1,Melanocyte,Nek9
Zfp6082,0.00629217132437826,0.373543729276867,0.234,0.169,1,Melanocyte,Zfp608
Gar14,0.00630130654655372,0.316101318629229,0.229,0.161,1,Melanocyte,Gar1
Znrf32,0.00630905465727255,0.146452318264109,0.106,0.06,1,Melanocyte,Znrf3
Ezh14,0.00631309124546484,0.189790774262708,0.138,0.086,1,Melanocyte,Ezh1
Chchd23,0.00632954449355193,0.17048128631166,0.809,0.803,1,Melanocyte,Chchd2
Rbm61,0.00634039627008741,0.310498107934475,0.298,0.232,1,Melanocyte,Rbm6
Tufm3,0.00634626426213668,0.153682128523007,0.176,0.114,1,Melanocyte,Tufm
Ube4a1,0.00637255546993911,0.267943469929631,0.176,0.116,1,Melanocyte,Ube4a
Oat3,0.00639651557622774,0.329363045798022,0.431,0.389,1,Melanocyte,Oat
Slc38a23,0.00653034946831399,0.401548855919556,0.782,0.77,1,Melanocyte,Slc38a2
Zfp386,0.00655736313768154,0.130631153432123,0.101,0.056,1,Melanocyte,Zfp386
Abhd14a3,0.00655889147742849,0.179664863948021,0.197,0.133,1,Melanocyte,Abhd14a
Wwox1,0.00663166860716201,0.193522839719568,0.112,0.064,1,Melanocyte,Wwox
Nsmce22,0.00663483915955734,0.10003686849969,0.277,0.205,1,Melanocyte,Nsmce2
Wsb2,0.00665833938008834,0.279956226573844,0.367,0.3,1,Melanocyte,Wsb2
Smarcd13,0.00675486136519939,0.143990517702047,0.154,0.098,1,Melanocyte,Smarcd1
Rad54l21,0.00675558185377489,0.169983962320052,0.17,0.111,1,Melanocyte,Rad54l2
Cenpv2,0.00685295541652165,0.203222477323691,0.165,0.108,1,Melanocyte,Cenpv
Atp5d4,0.00688927899659577,0.302665953765111,0.59,0.574,1,Melanocyte,Atp5d
B3glct3,0.00691963256906908,0.239143182792065,0.133,0.082,1,Melanocyte,B3glct
Rnaseh2b2,0.00694887917869586,0.0838540903282279,0.133,0.08,1,Melanocyte,Rnaseh2b
Noc3l2,0.00702559168924258,0.219285082599078,0.117,0.069,1,Melanocyte,Noc3l
Gtf3c21,0.00702884994041015,0.204587386778957,0.229,0.161,1,Melanocyte,Gtf3c2
Fam173a4,0.00704852447271614,0.21851854361235,0.287,0.223,1,Melanocyte,Fam173a
Ran4,0.00705856981687303,0.47330642565403,0.585,0.556,1,Melanocyte,Ran
Bin32,0.00711120847980137,0.196341048478095,0.17,0.11,1,Melanocyte,Bin3
Epb412,0.00711573393538387,0.309605263112625,0.255,0.187,1,Melanocyte,Epb41
Nrbp23,0.00713441596716644,0.228837539490556,0.149,0.094,1,Melanocyte,Nrbp2
Nsd11,0.0071736573043739,0.257817146276382,0.426,0.361,1,Melanocyte,Nsd1
Dhx92,0.00734102761589698,0.311642247482677,0.463,0.403,1,Melanocyte,Dhx9
Mcee4,0.00736827219170895,0.220062345902841,0.234,0.169,1,Melanocyte,Mcee
Pus12,0.00743411756121679,0.105772317701874,0.144,0.088,1,Melanocyte,Pus1
Mthfd12,0.00747962174764236,0.145818117041765,0.122,0.073,1,Melanocyte,Mthfd1
Gsk3b2,0.00749017287263089,0.375221659217452,0.489,0.462,1,Melanocyte,Gsk3b
Nudt93,0.00751968748082436,0.169497827435287,0.223,0.158,1,Melanocyte,Nudt9
Nbdy3,0.00755213812716123,0.253747252049329,0.282,0.215,1,Melanocyte,Nbdy
Ddx273,0.00760168834362074,0.317624250772538,0.245,0.176,1,Melanocyte,Ddx27
E130308A19Rik1,0.00761301465012193,0.12431810220634,0.101,0.056,1,Melanocyte,E130308A19Rik
Cox7b4,0.00771280137836301,0.330624696235816,0.548,0.51,1,Melanocyte,Cox7b
Vdac13,0.00773736953081841,0.229939286620949,0.452,0.396,1,Melanocyte,Vdac1
Ndrg32,0.00773817580426466,0.141098069441426,0.191,0.129,1,Melanocyte,Ndrg3
Pik3cb2,0.00777357675582148,0.0935767455084583,0.16,0.1,1,Melanocyte,Pik3cb
Bhlhe402,0.00785012443734394,0.30003447684332,0.553,0.49,1,Melanocyte,Bhlhe40
Sec634,0.00786618063671707,0.336455441508157,0.441,0.396,1,Melanocyte,Sec63
Ubr22,0.00787858758639511,0.455413037437212,0.362,0.312,1,Melanocyte,Ubr2
Scamp12,0.00789742441310155,0.21219616514565,0.176,0.117,1,Melanocyte,Scamp1
Prrc2c1,0.00794137010902482,0.267501778371202,0.702,0.693,1,Melanocyte,Prrc2c
Gng122,0.00795087828944294,0.299283165705253,0.441,0.397,1,Melanocyte,Gng12
Rif13,0.00804133540650374,0.305318244976104,0.282,0.214,1,Melanocyte,Rif1
Slc38a9,0.0080664568364598,0.161849355547757,0.117,0.069,1,Melanocyte,Slc38a9
Ergic32,0.0081186332866679,0.273639174193169,0.383,0.325,1,Melanocyte,Ergic3
Vps415,0.00816036695124483,0.188215229828413,0.234,0.17,1,Melanocyte,Vps41
Sdhb3,0.00816560879278741,0.373707679988089,0.399,0.354,1,Melanocyte,Sdhb
Pbx32,0.0081779985207631,0.276524252528868,0.197,0.14,1,Melanocyte,Pbx3
Aff41,0.00818471010396485,0.243764039442228,0.59,0.54,1,Melanocyte,Aff4
Dnal43,0.00819733924676427,0.177934831034849,0.122,0.074,1,Melanocyte,Dnal4
Celf12,0.00820512753139619,0.316613603566826,0.42,0.358,1,Melanocyte,Celf1
Mrps243,0.00822919040996249,0.262429379249429,0.388,0.34,1,Melanocyte,Mrps24
Wwc25,0.00823017987154386,0.28581188420108,0.362,0.291,1,Melanocyte,Wwc2
Spats2l2,0.00828560951674982,0.182263632660596,0.133,0.081,1,Melanocyte,Spats2l
Amdhd21,0.00829696060735378,0.231708775251528,0.17,0.112,1,Melanocyte,Amdhd2
Arglu14,0.00830469538996979,0.464260748005849,0.484,0.466,1,Melanocyte,Arglu1
Leng83,0.00832917247237268,0.222367714906044,0.255,0.187,1,Melanocyte,Leng8
Bbx3,0.00836746280548438,0.261363991295966,0.34,0.266,1,Melanocyte,Bbx
Smim192,0.00842255466871001,0.305850624276955,0.181,0.125,1,Melanocyte,Smim19
Phactr24,0.00848871781274918,0.192872845544082,0.277,0.21,1,Melanocyte,Phactr2
Bola13,0.00858449891722451,0.196648073840171,0.181,0.121,1,Melanocyte,Bola1
Os92,0.00865437944152253,0.274074522730256,0.404,0.341,1,Melanocyte,Os9
Smarca42,0.00866214010529739,0.306021369722445,0.335,0.276,1,Melanocyte,Smarca4
B230118H07Rik3,0.00868173375783912,0.097372640505378,0.138,0.086,1,Melanocyte,B230118H07Rik
Ash2l2,0.00869079879303616,0.206430383857543,0.191,0.131,1,Melanocyte,Ash2l
Rbbp92,0.00869893123888392,0.0949244241192115,0.101,0.056,1,Melanocyte,Rbbp9
Gm265323,0.00879414349875533,0.366390149816096,0.314,0.244,1,Melanocyte,Gm26532
Aco23,0.0088220585235131,0.242900895169431,0.335,0.278,1,Melanocyte,Aco2
Cnot61,0.00885793796770455,0.258161379952358,0.426,0.364,1,Melanocyte,Cnot6
Polr3k4,0.00893326808473503,0.209803097172947,0.186,0.125,1,Melanocyte,Polr3k
Nhsl13,0.00901587483841416,0.146975993953124,0.117,0.069,1,Melanocyte,Nhsl1
Id21,0.00907883030156255,0.410262414263137,0.457,0.394,1,Melanocyte,Id2
Dync1li23,0.00912673037509564,0.328173333334657,0.282,0.223,1,Melanocyte,Dync1li2
Vim6,0.00923327149773523,0.419500375716754,0.878,0.866,1,Melanocyte,Vim
2810004N23Rik4,0.00933525607882045,0.177978745146078,0.191,0.13,1,Melanocyte,2810004N23Rik
Atp7a2,0.00934450578448152,0.247313020293802,0.234,0.171,1,Melanocyte,Atp7a
Atad23,0.00935739402545048,0.213177085033851,0.234,0.165,1,Melanocyte,Atad2
Acp14,0.00942108025101834,0.228706412525946,0.314,0.249,1,Melanocyte,Acp1
Chpt14,0.00943561033180249,0.232983242576696,0.266,0.203,1,Melanocyte,Chpt1
Gigyf11,0.00944442372671436,0.242510386755245,0.261,0.197,1,Melanocyte,Gigyf1
Smap14,0.00975544162410009,0.424193421940823,0.42,0.379,1,Melanocyte,Smap1
Ttc41,0.00979302376794765,0.181325379675809,0.133,0.084,1,Melanocyte,Ttc4
Rps19bp12,0.00994313834542855,0.277999896958281,0.197,0.139,1,Melanocyte,Rps19bp1
Tsn4,0.00994418383895599,0.315562628003275,0.383,0.328,1,Melanocyte,Tsn
Mms191,0.00999744631162696,0.187570505401863,0.144,0.09,1,Melanocyte,Mms19
S100a9,0,6.76389628056334,0.973,0.228,0,Neutrophil,S100a9
S100a8,0,6.46476862938607,0.975,0.191,0,Neutrophil,S100a8
Ccl3,0,5.43863671757264,0.925,0.178,0,Neutrophil,Ccl3
Ccl4,0,4.77064952947625,0.823,0.185,0,Neutrophil,Ccl4
Acod1,0,4.71170422322368,0.938,0.078,0,Neutrophil,Acod1
Retnlg,0,4.53416088508218,0.582,0.031,0,Neutrophil,Retnlg
Gm5483,0,4.44487537373701,0.529,0.035,0,Neutrophil,Gm5483
G0s2,0,4.39019795640945,0.65,0.061,0,Neutrophil,G0s2
Clec4d,0,4.34603532756898,0.977,0.151,0,Neutrophil,Clec4d
Srgn,0,4.25397418094295,0.994,0.387,0,Neutrophil,Srgn
Cxcl21,0,4.24150425089424,0.995,0.506,0,Neutrophil,Cxcl2
Stfa2l1,0,4.22759040521612,0.54,0.027,0,Neutrophil,Stfa2l1
Lcn2,0,4.15373137134845,0.72,0.089,0,Neutrophil,Lcn2
Ccrl2,0,4.08748410008832,0.81,0.136,0,Neutrophil,Ccrl2
Slc7a111,0,4.02764438239344,0.93,0.154,0,Neutrophil,Slc7a11
Nlrp3,0,3.98718519681054,0.895,0.138,0,Neutrophil,Nlrp3
Slpi1,0,3.96581786161311,0.874,0.118,0,Neutrophil,Slpi
Clec4e,0,3.95918123940282,0.955,0.164,0,Neutrophil,Clec4e
Cd141,0,3.95364633830041,0.959,0.232,0,Neutrophil,Cd14
Hcar2,0,3.90533182300775,0.836,0.048,0,Neutrophil,Hcar2
Hdc,0,3.78105255753997,0.787,0.051,0,Neutrophil,Hdc
Plek1,0,3.70603236806129,0.97,0.215,0,Neutrophil,Plek
Il1b1,0,3.69946982464647,0.975,0.243,0,Neutrophil,Il1b
Wfdc171,0,3.66690747186041,0.79,0.194,0,Neutrophil,Wfdc17
Il1rn1,0,3.59871302320918,0.861,0.16,0,Neutrophil,Il1rn
Tnf1,0,3.50343661644226,0.647,0.136,0,Neutrophil,Tnf
Il1f9,0,3.47168705920924,0.656,0.022,0,Neutrophil,Il1f9
Mxd1,0,3.39038678480446,0.897,0.319,0,Neutrophil,Mxd1
Trem1,0,3.37753724284361,0.785,0.051,0,Neutrophil,Trem1
Cxcl31,0,3.27095552320554,0.67,0.115,0,Neutrophil,Cxcl3
BC018473,0,3.24254600328457,0.194,0.02,0,Neutrophil,BC018473
Tyrobp1,0,3.21870494540502,0.964,0.231,0,Neutrophil,Tyrobp
Ccr1,0,3.21349850608013,0.857,0.116,0,Neutrophil,Ccr1
Lilr4b1,0,3.18656275512391,0.926,0.173,0,Neutrophil,Lilr4b
Samsn1,0,3.1415616876744,0.832,0.111,0,Neutrophil,Samsn1
Wfdc21,0,3.11920751135862,0.598,0.02,0,Neutrophil,Wfdc21
Marcksl1,0,3.08705742787776,0.904,0.398,0,Neutrophil,Marcksl1
Sgms2,0,3.03898149623291,0.838,0.144,0,Neutrophil,Sgms2
Fth11,0,3.0112720422995,1,0.954,0,Neutrophil,Fth1
Ifitm1,0,2.99460771401039,0.819,0.349,0,Neutrophil,Ifitm1
Rnf1491,0,2.9168272634517,0.931,0.41,0,Neutrophil,Rnf149
Tpd521,0,2.87059248040931,0.864,0.249,0,Neutrophil,Tpd52
Asprv1,0,2.86508556268576,0.355,0.023,0,Neutrophil,Asprv1
2810474O19Rik,0,2.8475252073263,0.83,0.373,0,Neutrophil,2810474O19Rik
Prdx5,0,2.83564935223793,0.891,0.559,0,Neutrophil,Prdx5
Slfn4,0,2.82680854703341,0.659,0.086,0,Neutrophil,Slfn4
Il1r2,0,2.81071302777749,0.761,0.175,0,Neutrophil,Il1r2
Ankrd33b,0,2.78268179348045,0.734,0.128,0,Neutrophil,Ankrd33b
Thbs11,0,2.75064180742951,0.696,0.35,0,Neutrophil,Thbs1
Slfn21,0,2.74913426470285,0.894,0.281,0,Neutrophil,Slfn2
Lcp11,0,2.73732223020991,0.892,0.218,0,Neutrophil,Lcp1
Lmnb1,0,2.73580905045029,0.696,0.215,0,Neutrophil,Lmnb1
Cd531,0,2.72567872622425,0.894,0.186,0,Neutrophil,Cd53
Msrb1,0,2.67815471647969,0.787,0.329,0,Neutrophil,Msrb1
Lilrb4a1,0,2.67223303064017,0.788,0.089,0,Neutrophil,Lilrb4a
Fcer1g1,0,2.65989129695673,0.954,0.237,0,Neutrophil,Fcer1g
Csf3r,0,2.64778690735216,0.683,0.049,0,Neutrophil,Csf3r
Snx20,0,2.52836256967162,0.708,0.107,0,Neutrophil,Snx20
Rab7,0,2.52358979301544,0.891,0.562,0,Neutrophil,Rab7
Grina,0,2.51855387250613,0.872,0.341,0,Neutrophil,Grina
Entpd11,0,2.47485752868431,0.66,0.197,0,Neutrophil,Entpd1
Upp11,0,2.47293576797849,0.55,0.085,0,Neutrophil,Upp1
Ptafr1,0,2.47112332316299,0.767,0.134,0,Neutrophil,Ptafr
Rab11fip11,0,2.45102600382219,0.737,0.153,0,Neutrophil,Rab11fip1
Fpr1,0,2.44870819153977,0.523,0.027,0,Neutrophil,Fpr1
Ftl11,0,2.44737037507732,0.998,0.928,0,Neutrophil,Ftl1
C5ar11,0,2.37888695545906,0.723,0.093,0,Neutrophil,C5ar1
Basp11,0,2.37862024946866,0.73,0.346,0,Neutrophil,Basp1
Hp,0,2.33194565176388,0.551,0.064,0,Neutrophil,Hp
Nfkbia,0,2.31388180218225,0.975,0.866,0,Neutrophil,Nfkbia
Slc16a31,0,2.30366963590355,0.675,0.133,0,Neutrophil,Slc16a3
Ptprc1,0,2.28230484478812,0.853,0.196,0,Neutrophil,Ptprc
Il1a1,0,2.27973385120112,0.335,0.045,0,Neutrophil,Il1a
Gadd45b1,0,2.27317017104932,0.897,0.71,0,Neutrophil,Gadd45b
Plaur1,0,2.26727397257496,0.755,0.332,0,Neutrophil,Plaur
Smox1,0,2.26610990278177,0.745,0.197,0,Neutrophil,Smox
Csf11,0,2.2643917522281,0.504,0.187,0,Neutrophil,Csf1
Cyp4f18,0,2.26197252048654,0.511,0.06,0,Neutrophil,Cyp4f18
Mirt1,0,2.25561724432761,0.539,0.015,0,Neutrophil,Mirt1
Ets2,0,2.25239925115953,0.884,0.527,0,Neutrophil,Ets2
Mcemp1,0,2.24457580455076,0.583,0.051,0,Neutrophil,Mcemp1
Tnfaip21,0,2.24112822120963,0.716,0.344,0,Neutrophil,Tnfaip2
Chil1,0,2.23467371628148,0.479,0.028,0,Neutrophil,Chil1
Sorl1,0,2.21968186780467,0.655,0.088,0,Neutrophil,Sorl1
Glrx,0,2.21576304266963,0.556,0.182,0,Neutrophil,Glrx
Cd2741,0,2.21284672246458,0.518,0.131,0,Neutrophil,Cd274
Arg21,0,2.19824695300224,0.681,0.1,0,Neutrophil,Arg2
F630028O10Rik,0,2.19210679790155,0.407,0.02,0,Neutrophil,F630028O10Rik
Gsr,0,2.17007459332861,0.681,0.231,0,Neutrophil,Gsr
Gadd45a,0,2.16687686933177,0.612,0.231,0,Neutrophil,Gadd45a
Bcl2l111,0,2.16424624973199,0.703,0.352,0,Neutrophil,Bcl2l11
Slc15a31,0,2.15586021998797,0.719,0.141,0,Neutrophil,Slc15a3
Tgoln1,0,2.14485728344931,0.839,0.524,0,Neutrophil,Tgoln1
Sp140,0,2.13952726365792,0.596,0.104,0,Neutrophil,Sp140
Ninj11,0,2.13232892761699,0.725,0.262,0,Neutrophil,Ninj1
Alox5ap1,0,2.11985435549652,0.712,0.169,0,Neutrophil,Alox5ap
Igsf61,0,2.11253529538692,0.573,0.092,0,Neutrophil,Igsf6
Ccl61,0,2.10517594611599,0.543,0.113,0,Neutrophil,Ccl6
Sema4d,0,2.0998660368251,0.608,0.106,0,Neutrophil,Sema4d
Cxcr2,0,2.09735904393212,0.469,0.015,0,Neutrophil,Cxcr2
Cd441,0,2.0938775255526,0.912,0.511,0,Neutrophil,Cd44
Tnfrsf1b1,0,2.08830187810301,0.743,0.198,0,Neutrophil,Tnfrsf1b
AC110211.1,0,2.08718761178839,0.549,0.015,0,Neutrophil,AC110211.1
Mcl11,0,2.081338009,0.984,0.817,0,Neutrophil,Mcl1
S100a111,0,2.06622841553297,0.933,0.753,0,Neutrophil,S100a11
Nfkbiz,0,2.04546118834236,0.891,0.681,0,Neutrophil,Nfkbiz
Mapkapk2,0,2.03768970163929,0.798,0.465,0,Neutrophil,Mapkapk2
Cd521,0,2.03259865843534,0.853,0.208,0,Neutrophil,Cd52
Rab20,0,2.03025761525658,0.711,0.287,0,Neutrophil,Rab20
Tnfaip31,0,2.02454674103182,0.764,0.417,0,Neutrophil,Tnfaip3
Il1rap,0,2.02453490143872,0.566,0.142,0,Neutrophil,Il1rap
Stx11,0,2.02033195266217,0.642,0.223,0,Neutrophil,Stx11
Antxr2,0,2.00733002513944,0.629,0.23,0,Neutrophil,Antxr2
Fxyd51,0,2.00339998127649,0.888,0.442,0,Neutrophil,Fxyd5
Mmp9,0,2.00010434624896,0.455,0.019,0,Neutrophil,Mmp9
Fpr2,0,1.99107104802105,0.542,0.043,0,Neutrophil,Fpr2
Ehd11,0,1.98698370241382,0.767,0.392,0,Neutrophil,Ehd1
Mefv1,0,1.98590609951971,0.534,0.086,0,Neutrophil,Mefv
Ctsd1,0,1.98298039052176,0.868,0.594,0,Neutrophil,Ctsd
Rdh12,0,1.94718430323001,0.403,0.026,0,Neutrophil,Rdh12
Card191,0,1.93876843283959,0.709,0.376,0,Neutrophil,Card19
Fam107b,0,1.93235399918898,0.538,0.239,0,Neutrophil,Fam107b
Cd33,0,1.9157063711729,0.529,0.042,0,Neutrophil,Cd33
Cebpb1,0,1.91459433856079,0.982,0.785,0,Neutrophil,Cebpb
Cd300lf,0,1.90988618762387,0.541,0.043,0,Neutrophil,Cd300lf
Vasp,0,1.90762202528636,0.747,0.389,0,Neutrophil,Vasp
Sell,0,1.90702587272481,0.454,0.023,0,Neutrophil,Sell
Pglyrp1,0,1.8972877367654,0.437,0.037,0,Neutrophil,Pglyrp1
Pnrc1,0,1.89403747353333,0.951,0.777,0,Neutrophil,Pnrc1
Lyst,0,1.88751908815774,0.574,0.2,0,Neutrophil,Lyst
Atp6v1e11,0,1.86986638870795,0.736,0.492,0,Neutrophil,Atp6v1e1
Bcl2a1b1,0,1.86343796041926,0.52,0.12,0,Neutrophil,Bcl2a1b
N4bp11,0,1.84853216218994,0.64,0.324,0,Neutrophil,N4bp1
Irak21,0,1.84505557066696,0.585,0.109,0,Neutrophil,Irak2
Cstb1,0,1.80537661221504,0.811,0.646,0,Neutrophil,Cstb
Btg11,0,1.80027761929159,0.97,0.806,0,Neutrophil,Btg1
Cd24a1,0,1.78952649667992,0.73,0.284,0,Neutrophil,Cd24a
Rabgef11,0,1.7862367741218,0.652,0.306,0,Neutrophil,Rabgef1
Ostf11,0,1.78117161361659,0.77,0.452,0,Neutrophil,Ostf1
Tnfrsf23,0,1.77735445758231,0.45,0.078,0,Neutrophil,Tnfrsf23
Sat11,0,1.77212012165981,0.868,0.706,0,Neutrophil,Sat1
Gmfg1,0,1.75694982684936,0.634,0.155,0,Neutrophil,Gmfg
Rac21,0,1.75320813416213,0.547,0.105,0,Neutrophil,Rac2
Dedd2,0,1.7470353537965,0.5,0.158,0,Neutrophil,Dedd2
Ptgs21,0,1.726806536,0.747,0.278,0,Neutrophil,Ptgs2
Cflar1,0,1.72514427930627,0.737,0.437,0,Neutrophil,Cflar
Vps4b,0,1.72442864911402,0.665,0.362,0,Neutrophil,Vps4b
Litaf1,0,1.71573851472985,0.867,0.608,0,Neutrophil,Litaf
Ncf11,0,1.71435077441714,0.467,0.072,0,Neutrophil,Ncf1
Pim11,0,1.71229067879002,0.9,0.678,0,Neutrophil,Pim1
Traf11,0,1.7088573438049,0.492,0.174,0,Neutrophil,Traf1
Cd91,0,1.70368939412265,0.932,0.697,0,Neutrophil,Cd9
Emilin21,0,1.69422681705411,0.652,0.273,0,Neutrophil,Emilin2
AA4671971,0,1.68816138786243,0.488,0.063,0,Neutrophil,AA467197
Fas,0,1.68611324401231,0.527,0.178,0,Neutrophil,Fas
Cd300ld1,0,1.6791753311865,0.43,0.071,0,Neutrophil,Cd300ld
Mrgpra2b,0,1.67409404642395,0.322,0.007,0,Neutrophil,Mrgpra2b
Itgam1,0,1.67126671522125,0.631,0.127,0,Neutrophil,Itgam
Slc2a3,0,1.66058662569555,0.353,0.069,0,Neutrophil,Slc2a3
Slfn1,0,1.66013406932001,0.409,0.033,0,Neutrophil,Slfn1
Fcgr31,0,1.65516407369208,0.52,0.11,0,Neutrophil,Fcgr3
Tlr21,0,1.64970628482767,0.556,0.168,0,Neutrophil,Tlr2
Lrg11,0,1.64435443983202,0.413,0.089,0,Neutrophil,Lrg1
Dusp16,0,1.63884315092001,0.527,0.221,0,Neutrophil,Dusp16
Slc11a12,0,1.61894786100705,0.484,0.109,0,Neutrophil,Slc11a1
Clec4n1,0,1.61618696633022,0.4,0.107,0,Neutrophil,Clec4n
Plin22,0,1.61584880119524,0.715,0.351,0,Neutrophil,Plin2
Lyn1,0,1.60927077873622,0.572,0.175,0,Neutrophil,Lyn
Nfkbid1,0,1.60657942430377,0.508,0.143,0,Neutrophil,Nfkbid
Pkm1,0,1.60206474242684,0.897,0.694,0,Neutrophil,Pkm
Lcp21,0,1.59776170709734,0.52,0.107,0,Neutrophil,Lcp2
Rhog1,0,1.59674338888871,0.612,0.245,0,Neutrophil,Rhog
Trim30b,0,1.58921836006399,0.385,0.017,0,Neutrophil,Trim30b
Jdp21,0,1.57870438133165,0.532,0.243,0,Neutrophil,Jdp2
Snx101,0,1.57182395903627,0.519,0.169,0,Neutrophil,Snx10
Marcks1,0,1.57098716594055,0.806,0.594,0,Neutrophil,Marcks
Adam81,0,1.56984160206569,0.509,0.14,0,Neutrophil,Adam8
Diaph11,0,1.56722733729798,0.734,0.433,0,Neutrophil,Diaph1
Efhd21,0,1.56543393985195,0.73,0.329,0,Neutrophil,Efhd2
Gla1,0,1.56369966587992,0.539,0.243,0,Neutrophil,Gla
Retreg11,0,1.55864744900179,0.509,0.12,0,Neutrophil,Retreg1
Alas11,0,1.55426460661688,0.515,0.226,0,Neutrophil,Alas1
Ncf21,0,1.55367672909718,0.542,0.136,0,Neutrophil,Ncf2
Klf22,0,1.55029124476626,0.752,0.475,0,Neutrophil,Klf2
Syk1,0,1.54556601107112,0.553,0.145,0,Neutrophil,Syk
Irak3,0,1.53337545939013,0.481,0.202,0,Neutrophil,Irak3
Ifitm21,0,1.52940656900875,0.941,0.776,0,Neutrophil,Ifitm2
Ncf41,0,1.52778473192419,0.503,0.105,0,Neutrophil,Ncf4
Snap23,0,1.52457653369084,0.574,0.271,0,Neutrophil,Snap23
Gk,0,1.51662104547528,0.405,0.09,0,Neutrophil,Gk
Mpeg11,0,1.49772312760529,0.517,0.146,0,Neutrophil,Mpeg1
Rab8b1,0,1.48885590298265,0.65,0.369,0,Neutrophil,Rab8b
Lpcat21,0,1.4834780461526,0.454,0.078,0,Neutrophil,Lpcat2
H2-Q10,0,1.44619616317406,0.384,0.068,0,Neutrophil,H2-Q10
Kpna4,0,1.43947811622315,0.688,0.503,0,Neutrophil,Kpna4
Nfe2l21,0,1.4385865582743,0.786,0.601,0,Neutrophil,Nfe2l2
Vps37b1,0,1.42532675237361,0.612,0.3,0,Neutrophil,Vps37b
Selplg1,0,1.42229903996721,0.449,0.132,0,Neutrophil,Selplg
